year,allblackpop,geoid,namelsad,tractpop,tractce,community_area,weight,comm_pop,pop_share,community,commarea_km2
2021,2699,17031440202,Census Tract 4402.02,2720,440202,44,1.0,32486,0.083728375,CHATHAM,82.3206703
2021,331,17031830500,Census Tract 8305,3988,830500,30,1.0,70281,0.056743643,SOUTH LAWNDALE,127.9982978
2021,140,17031840100,Census Tract 8401,3116,840100,60,1.0,34427,0.090510355,BRIDGEPORT,58.29151927
2021,40,17031840400,Census Tract 8404,3427,840400,59,1.0,15558,0.220272529,MCKINLEY PARK,39.43179964
2021,1486,17031839200,Census Tract 8392,2473,839200,35,1.0,21278,0.116223329,DOUGLAS,46.00462115
2021,1194,17031835500,Census Tract 8355,1375,835500,37,1.0,2213,0.621328513,FULLER PARK,19.91670487
2021,132,17031070101,Census Tract 701.01,4054,70101,7,1.0,69641,0.058212834,LINCOLN PARK,88.31640046
2021,330,17031110501,Census Tract 1105.01,5087,110501,11,1.0,27172,0.18721478,JEFFERSON PARK,64.86816167
2021,229,17031030104,Census Tract 301.04,3245,30104,77,1.0,58084,0.055867365,EDGEWATER,48.44999083
2021,65,17031081401,Census Tract 814.01,2247,81401,8,1.0,98505,0.022811025,NEAR NORTH SIDE,76.67589596
2021,3435,17031430102,Census Tract 4301.02,3602,430102,43,1.0,54209,0.066446531,SOUTH SHORE,81.81271638
2021,2987,17031430101,Census Tract 4301.01,3090,430101,43,1.0,54209,0.057001605,SOUTH SHORE,81.81271638
2021,1299,17031252101,Census Tract 2521.01,1322,252101,25,1.0,97313,0.01358503,AUSTIN,199.2542034
2021,994,17031010501,Census Tract 105.01,4057,10501,1,1.0,55789,0.072720429,ROGERS PARK,51.25990244
2021,181,17031020701,Census Tract 207.01,1728,20701,2,1.0,79897,0.021627846,WEST RIDGE,98.42909484
2021,3851,17031010201,Census Tract 102.01,8232,10201,1,1.0,55789,0.14755597,ROGERS PARK,51.25990244
2021,267,17031760801,Census Tract 7608.01,4814,760801,76,1.0,13418,0.358771799,OHARE,371.8356076
2021,1037,17031839000,Census Tract 8390,10155,839000,32,1.0,39834,0.254932972,LOOP,46.33556545
2021,6154,17031440201,Census Tract 4402.01,6178,440201,44,1.0,32486,0.190174229,CHATHAM,82.3206703
2021,4343,17031540101,Census Tract 5401.01,4535,540101,54,1.0,7934,0.571590623,RIVERDALE,98.3894974
2021,3091,17031834000,Census Tract 8340,3146,834000,49,1.0,39128,0.080402781,ROSELAND,134.3137067
2021,1380,17031833900,Census Tract 8339,2817,833900,46,1.0,30399,0.092667522,SOUTH CHICAGO,93.27218499
2021,170,17031221000,Census Tract 2210,2570,221000,22,1.0,71408,0.035990365,LOGAN SQUARE,100.0575667
2021,519,17031221100,Census Tract 2211,4498,221100,22,1.0,71408,0.062990141,LOGAN SQUARE,100.0575667
2021,19,17031242800,Census Tract 2428,1561,242800,24,1.0,86881,0.017967104,WEST TOWN,127.5629046
2021,135,17031242900,Census Tract 2429,1869,242900,24,1.0,86881,0.021512183,WEST TOWN,127.5629046
2021,39,17031243000,Census Tract 2430,2201,243000,24,1.0,86881,0.025333502,WEST TOWN,127.5629046
2021,50,17031243100,Census Tract 2431,2225,243100,24,1.0,86881,0.025609742,WEST TOWN,127.5629046
2021,170,17031243200,Census Tract 2432,2154,243200,24,1.0,86881,0.024792532,WEST TOWN,127.5629046
2021,88,17031243300,Census Tract 2433,2191,243300,24,1.0,86881,0.025218402,WEST TOWN,127.5629046
2021,78,17031243400,Census Tract 2434,3013,243400,24,1.0,86881,0.034679619,WEST TOWN,127.5629046
2021,255,17031071400,Census Tract 714,4799,71400,7,1.0,69641,0.068910556,LINCOLN PARK,88.31640046
2021,364,17031110400,Census Tract 1104,4551,110400,11,1.0,27172,0.167488591,JEFFERSON PARK,64.86816167
2021,73,17031150600,Census Tract 1506,4378,150600,15,1.0,65563,0.066775468,PORTAGE PARK,110.1960971
2021,186,17031150700,Census Tract 1507,4375,150700,15,1.0,65563,0.06672971,PORTAGE PARK,110.1960971
2021,316,17031150800,Census Tract 1508,5152,150800,15,1.0,65563,0.078580907,PORTAGE PARK,110.1960971
2021,231,17031151100,Census Tract 1511,5683,151100,15,1.0,65563,0.086679987,PORTAGE PARK,110.1960971
2021,77,17031151200,Census Tract 1512,3886,151200,15,1.0,65563,0.059271235,PORTAGE PARK,110.1960971
2021,38,17031241500,Census Tract 2415,2772,241500,24,1.0,86881,0.03190571,WEST TOWN,127.5629046
2021,513,17031241100,Census Tract 2411,3692,241100,24,1.0,86881,0.042494907,WEST TOWN,127.5629046
2021,77,17031241600,Census Tract 2416,3486,241600,24,1.0,86881,0.040123848,WEST TOWN,127.5629046
2021,187,17031241300,Census Tract 2413,1981,241300,24,1.0,86881,0.022801303,WEST TOWN,127.5629046
2021,646,17031241400,Census Tract 2414,6005,241400,24,1.0,86881,0.069117529,WEST TOWN,127.5629046
2021,849,17031243500,Census Tract 2435,4362,243500,24,1.0,86881,0.050206604,WEST TOWN,127.5629046
2021,1617,17031250200,Census Tract 2502,3183,250200,25,1.0,97313,0.032708888,AUSTIN,199.2542034
2021,3522,17031250300,Census Tract 2503,5095,250300,25,1.0,97313,0.052356828,AUSTIN,199.2542034
2021,4077,17031250400,Census Tract 2504,5467,250400,25,1.0,97313,0.056179544,AUSTIN,199.2542034
2021,1697,17031250500,Census Tract 2505,6727,250500,25,1.0,97313,0.069127455,AUSTIN,199.2542034
2021,135,17031071500,Census Tract 715,6110,71500,7,1.0,69641,0.087735673,LINCOLN PARK,88.31640046
2021,312,17031071800,Census Tract 718,2752,71800,7,1.0,69641,0.039516951,LINCOLN PARK,88.31640046
2021,84,17031080100,Census Tract 801,6886,80100,8,1.0,98505,0.069905081,NEAR NORTH SIDE,76.67589596
2021,33,17031080300,Census Tract 803,5018,80300,8,1.0,98505,0.050941577,NEAR NORTH SIDE,76.67589596
2021,2359,17031080400,Census Tract 804,4699,80400,8,1.0,98505,0.047703162,NEAR NORTH SIDE,76.67589596
2021,14,17031160100,Census Tract 1601,2847,160100,16,1.0,54280,0.052450258,IRVING PARK,89.61138229
2021,96,17031160200,Census Tract 1602,3325,160200,16,1.0,54280,0.061256448,IRVING PARK,89.61138229
2021,210,17031160300,Census Tract 1603,3475,160300,16,1.0,54280,0.064019897,IRVING PARK,89.61138229
2021,290,17031160400,Census Tract 1604,4790,160400,16,1.0,54280,0.088246131,IRVING PARK,89.61138229
2021,364,17031160700,Census Tract 1607,6275,160700,16,1.0,54280,0.115604274,IRVING PARK,89.61138229
2021,371,17031221300,Census Tract 2213,3021,221300,22,1.0,71408,0.042306184,LOGAN SQUARE,100.0575667
2021,426,17031221500,Census Tract 2215,2763,221500,22,1.0,71408,0.038693144,LOGAN SQUARE,100.0575667
2021,446,17031221400,Census Tract 2214,3246,221400,22,1.0,71408,0.045457092,LOGAN SQUARE,100.0575667
2021,3748,17031250600,Census Tract 2506,4658,250600,25,1.0,97313,0.047866164,AUSTIN,199.2542034
2021,4480,17031250700,Census Tract 2507,5965,250700,25,1.0,97313,0.061297052,AUSTIN,199.2542034
2021,2209,17031250800,Census Tract 2508,2525,250800,25,1.0,97313,0.025947201,AUSTIN,199.2542034
2021,734,17031251000,Census Tract 2510,1106,251000,25,1.0,97313,0.011365388,AUSTIN,199.2542034
2021,3457,17031251100,Census Tract 2511,4767,251100,25,1.0,97313,0.048986261,AUSTIN,199.2542034
2021,183,17031051400,Census Tract 514,2428,51400,5,1.0,37094,0.06545533,NORTH CENTER,57.05416784
2021,162,17031060100,Census Tract 601,3211,60100,6,1.0,102611,0.031292941,LAKE VIEW,87.21479926
2021,52,17031060300,Census Tract 603,2902,60300,6,1.0,102611,0.028281568,LAKE VIEW,87.21479926
2021,271,17031060800,Census Tract 608,5203,60800,6,1.0,102611,0.050706065,LAKE VIEW,87.21479926
2021,39,17031160800,Census Tract 1608,5604,160800,16,1.0,54280,0.103242447,IRVING PARK,89.61138229
2021,536,17031320101,Census Tract 3201.01,7952,320101,32,1.0,39834,0.199628458,LOOP,46.33556545
2021,2220,17031330103,Census Tract 3301.03,7928,330103,33,1.0,26816,0.295644391,NEAR SOUTH SIDE,49.76963944
2021,3437,17031380600,Census Tract 3806,4044,380600,38,1.0,24401,0.165730913,GRAND BOULEVARD,48.49250315
2021,2429,17031330102,Census Tract 3301.02,9253,330102,33,1.0,26816,0.345055191,NEAR SOUTH SIDE,49.76963944
2021,183,17031330101,Census Tract 3301.01,4556,330101,33,1.0,26816,0.169898568,NEAR SOUTH SIDE,49.76963944
2021,3023,17031460800,Census Tract 4608,4599,460800,46,1.0,30399,0.151287871,SOUTH CHICAGO,93.27218499
2021,282,17031630600,Census Tract 6306,2717,630600,63,1.0,35621,0.076275231,GAGE PARK,61.2848961
2021,3095,17031490200,Census Tract 4902,3202,490200,49,1.0,39128,0.081833981,ROSELAND,134.3137067
2021,1047,17031612200,Census Tract 6122,3681,612200,61,1.0,39573,0.093017967,NEW CITY,134.6369632
2021,1135,17031844700,Census Tract 8447,1573,844700,29,1.0,32106,0.048993958,NORTH LAWNDALE,89.48742201
2021,2328,17031844600,Census Tract 8446,2490,844600,38,1.0,24401,0.102044998,GRAND BOULEVARD,48.49250315
2021,77,17031320102,Census Tract 3201.02,4769,320102,32,1.0,39834,0.119721846,LOOP,46.33556545
2021,304,17031220701,Census Tract 2207.01,3080,220701,22,1.0,71408,0.043132422,LOGAN SQUARE,100.0575667
2021,121,17031063302,Census Tract 633.02,4010,63302,6,1.0,102611,0.039079631,LAKE VIEW,87.21479926
2021,2539,17031252201,Census Tract 2522.01,2760,252201,25,1.0,97313,0.028362089,AUSTIN,199.2542034
2021,880,17031660302,Census Tract 6603.02,4640,660302,66,1.0,51169,0.090679904,CHICAGO LAWN,98.2794651
2021,516,17031660301,Census Tract 6603.01,1572,660301,66,1.0,51169,0.030721726,CHICAGO LAWN,98.2794651
2021,2988,17031730202,Census Tract 7302.02,3064,730202,73,1.0,26676,0.114859799,WASHINGTON HEIGHTS,79.63575286
2021,674,17031835600,Census Tract 8356,838,835600,37,1.0,2213,0.378671487,FULLER PARK,19.91670487
2021,20,17031840000,Census Tract 8400,2731,840000,60,1.0,34427,0.079327272,BRIDGEPORT,58.29151927
2021,3440,17031836400,Census Tract 8364,3891,836400,36,1.0,7413,0.524888709,OAKLAND,16.91396104
2021,1820,17031836100,Census Tract 8361,2000,836100,40,1.0,11607,0.172309813,WASHINGTON PARK,42.37388148
2021,1326,17031834600,Census Tract 8346,1587,834600,68,1.0,21054,0.0753776,ENGLEWOOD,85.65232307
2021,3001,17031843600,Census Tract 8436,3188,843600,38,1.0,24401,0.130650383,GRAND BOULEVARD,48.49250315
2021,379,17031061902,Census Tract 619.02,4988,61902,6,1.0,102611,0.048610773,LAKE VIEW,87.21479926
2021,521,17031030102,Census Tract 301.02,3147,30102,77,1.0,58084,0.054180153,EDGEWATER,48.44999083
2021,548,17031030103,Census Tract 301.03,2459,30103,77,1.0,58084,0.042335239,EDGEWATER,48.44999083
2021,511,17031030706,Census Tract 307.06,2720,30706,77,1.0,58084,0.046828731,EDGEWATER,48.44999083
2021,1010,17031030601,Census Tract 306.01,3789,30601,77,1.0,58084,0.065233111,EDGEWATER,48.44999083
2021,172,17031081202,Census Tract 812.02,3275,81202,8,1.0,98505,0.033247043,NEAR NORTH SIDE,76.67589596
2021,5,17031063303,Census Tract 633.03,1180,63303,6,1.0,102611,0.011499742,LAKE VIEW,87.21479926
2021,479,17031220901,Census Tract 2209.01,2943,220901,22,1.0,71408,0.04121387,LOGAN SQUARE,100.0575667
2021,43,17031210602,Census Tract 2106.02,4128,210602,21,1.0,36820,0.112112982,AVONDALE,55.29059546
2021,605,17031220602,Census Tract 2206.02,4534,220602,22,1.0,71408,0.063494286,LOGAN SQUARE,100.0575667
2021,133,17031220601,Census Tract 2206.01,1535,220601,22,1.0,71408,0.021496191,LOGAN SQUARE,100.0575667
2021,273,17031040401,Census Tract 404.01,3440,40401,4,1.0,42338,0.081250886,LINCOLN SQUARE,71.35232823
2021,4624,17031252202,Census Tract 2522.02,4795,252202,25,1.0,97313,0.049273992,AUSTIN,199.2542034
2021,5981,17031252102,Census Tract 2521.02,6752,252102,25,1.0,97313,0.069384358,AUSTIN,199.2542034
2021,855,17031836300,Census Tract 8363,1709,836300,41,1.0,28801,0.059338217,HYDE PARK,45.10538016
2021,1335,17031834500,Census Tract 8345,1434,834500,40,1.0,11607,0.123546136,WASHINGTON PARK,42.37388148
2021,2654,17031836000,Census Tract 8360,2784,836000,38,1.0,24401,0.114093685,GRAND BOULEVARD,48.49250315
2021,130,17031836200,Census Tract 8362,1569,836200,41,1.0,28801,0.054477275,HYDE PARK,45.10538016
2021,3460,17031834400,Census Tract 8344,4045,834400,42,1.0,23966,0.168780773,WOODLAWN,57.8151795
2021,6053,17031834300,Census Tract 8343,6442,834300,45,1.0,9782,0.658556532,AVALON PARK,34.85273773
2021,1351,17031710300,Census Tract 7103,1541,710300,71,1.0,48039,0.032078103,AUBURN GRESHAM,105.0653536
2021,101,17031160900,Census Tract 1609,2512,160900,16,1.0,54280,0.046278556,IRVING PARK,89.61138229
2021,51,17031161000,Census Tract 1610,2098,161000,16,1.0,54280,0.038651437,IRVING PARK,89.61138229
2021,352,17031161100,Census Tract 1611,2171,161100,16,1.0,54280,0.039996315,IRVING PARK,89.61138229
2021,214,17031161200,Census Tract 1612,2945,161200,16,1.0,54280,0.054255711,IRVING PARK,89.61138229
2021,116,17031161300,Census Tract 1613,3662,161300,16,1.0,54280,0.067464996,IRVING PARK,89.61138229
2021,110,17031170100,Census Tract 1701,2125,170100,17,1.0,44277,0.047993315,DUNNING,103.5950012
2021,189,17031221600,Census Tract 2216,3468,221600,22,1.0,71408,0.048565987,LOGAN SQUARE,100.0575667
2021,36,17031242100,Census Tract 2421,3934,242100,24,1.0,86881,0.045280326,WEST TOWN,127.5629046
2021,766,17031242000,Census Tract 2420,4472,242000,24,1.0,86881,0.051472704,WEST TOWN,127.5629046
2021,2950,17031251200,Census Tract 2512,4107,251200,25,1.0,97313,0.042204022,AUSTIN,199.2542034
2021,3830,17031251300,Census Tract 2513,4231,251300,25,1.0,97313,0.043478261,AUSTIN,199.2542034
2021,307,17031051300,Census Tract 513,3249,51300,5,1.0,37094,0.087588289,NORTH CENTER,57.05416784
2021,0,17031600700,Census Tract 6007,2703,600700,60,1.0,34427,0.078513957,BRIDGEPORT,58.29151927
2021,263,17031600900,Census Tract 6009,3898,600900,60,1.0,34427,0.113225085,BRIDGEPORT,58.29151927
2021,3151,17031672000,Census Tract 6720,3523,672000,67,1.0,26282,0.134046115,WEST ENGLEWOOD,87.94769193
2021,2183,17031710900,Census Tract 7109,2230,710900,71,1.0,48039,0.046420617,AUBURN GRESHAM,105.0653536
2021,3815,17031711000,Census Tract 7110,3946,711000,71,1.0,48039,0.082141593,AUBURN GRESHAM,105.0653536
2021,2551,17031711100,Census Tract 7111,2647,711100,71,1.0,48039,0.055101064,AUBURN GRESHAM,105.0653536
2021,4355,17031711200,Census Tract 7112,5035,711200,71,1.0,48039,0.104810675,AUBURN GRESHAM,105.0653536
2021,2667,17031711500,Census Tract 7115,2685,711500,71,1.0,48039,0.055892088,AUBURN GRESHAM,105.0653536
2021,1528,17031711300,Census Tract 7113,1616,711300,71,1.0,48039,0.033639335,AUBURN GRESHAM,105.0653536
2021,2597,17031711400,Census Tract 7114,2701,711400,71,1.0,48039,0.05622515,AUBURN GRESHAM,105.0653536
2021,1277,17031270500,Census Tract 2705,1302,270500,27,1.0,19908,0.065400844,EAST GARFIELD PARK,53.88322084
2021,1148,17031271200,Census Tract 2712,1283,271200,27,1.0,19908,0.064446454,EAST GARFIELD PARK,53.88322084
2021,968,17031271300,Census Tract 2713,1033,271300,27,1.0,19908,0.051888688,EAST GARFIELD PARK,53.88322084
2021,1178,17031271400,Census Tract 2714,1350,271400,27,1.0,19908,0.067811935,EAST GARFIELD PARK,53.88322084
2021,843,17031350100,Census Tract 3501,2459,350100,35,1.0,21278,0.115565373,DOUGLAS,46.00462115
2021,1840,17031350400,Census Tract 3504,1859,350400,35,1.0,21278,0.087367234,DOUGLAS,46.00462115
2021,2753,17031351000,Census Tract 3510,3357,351000,35,1.0,21278,0.157768587,DOUGLAS,46.00462115
2021,1283,17031351400,Census Tract 3514,1535,351400,35,1.0,21278,0.072140239,DOUGLAS,46.00462115
2021,1674,17031360200,Census Tract 3602,1792,360200,36,1.0,7413,0.241737488,OAKLAND,16.91396104
2021,3034,17031430400,Census Tract 4304,3184,430400,43,1.0,54209,0.058735634,SOUTH SHORE,81.81271638
2021,2065,17031430600,Census Tract 4306,2168,430600,43,1.0,54209,0.039993359,SOUTH SHORE,81.81271638
2021,2007,17031430800,Census Tract 4308,2013,430800,43,1.0,54209,0.037134055,SOUTH SHORE,81.81271638
2021,3719,17031430500,Census Tract 4305,3781,430500,43,1.0,54209,0.069748566,SOUTH SHORE,81.81271638
2021,1616,17031430900,Census Tract 4309,1653,430900,43,1.0,54209,0.030493092,SOUTH SHORE,81.81271638
2021,353,17031610300,Census Tract 6103,5626,610300,61,1.0,39573,0.14216764,NEW CITY,134.6369632
2021,2053,17031681000,Census Tract 6810,2107,681000,68,1.0,21054,0.100075995,ENGLEWOOD,85.65232307
2021,1901,17031681100,Census Tract 6811,1907,681100,68,1.0,21054,0.090576613,ENGLEWOOD,85.65232307
2021,881,17031680500,Census Tract 6805,1144,680500,68,1.0,21054,0.054336468,ENGLEWOOD,85.65232307
2021,3595,17031680900,Census Tract 6809,3881,680900,68,1.0,21054,0.184335518,ENGLEWOOD,85.65232307
2021,845,17031720100,Census Tract 7201,3332,720100,72,1.0,19919,0.167277474,BEVERLY,88.77936392
2021,2129,17031720200,Census Tract 7202,4191,720200,72,1.0,19919,0.210402129,BEVERLY,88.77936392
2021,1225,17031720300,Census Tract 7203,3786,720300,72,1.0,19919,0.190069783,BEVERLY,88.77936392
2021,172,17031720400,Census Tract 7204,1904,720400,72,1.0,19919,0.095587128,BEVERLY,88.77936392
2021,23,17031720500,Census Tract 7205,1936,720500,72,1.0,19919,0.097193634,BEVERLY,88.77936392
2021,572,17031720600,Census Tract 7206,1777,720600,72,1.0,19919,0.089211306,BEVERLY,88.77936392
2021,2127,17031720700,Census Tract 7207,2993,720700,72,1.0,19919,0.150258547,BEVERLY,88.77936392
2021,259,17031040600,Census Tract 406,2817,40600,4,1.0,42338,0.066535972,LINCOLN SQUARE,71.35232823
2021,136,17031040700,Census Tract 407,3667,40700,4,1.0,42338,0.086612499,LINCOLN SQUARE,71.35232823
2021,55,17031040800,Census Tract 408,1689,40800,4,1.0,42338,0.03989324,LINCOLN SQUARE,71.35232823
2021,1865,17031380100,Census Tract 3801,1984,380100,38,1.0,24401,0.081308143,GRAND BOULEVARD,48.49250315
2021,1531,17031380200,Census Tract 3802,1652,380200,38,1.0,24401,0.067702143,GRAND BOULEVARD,48.49250315
2021,2792,17031431200,Census Tract 4312,2805,431200,43,1.0,54209,0.051744175,SOUTH SHORE,81.81271638
2021,6934,17031431400,Census Tract 4314,7635,431400,43,1.0,54209,0.140843771,SOUTH SHORE,81.81271638
2021,73,17031050100,Census Tract 501,2769,50100,5,1.0,37094,0.074648191,NORTH CENTER,57.05416784
2021,122,17031610800,Census Tract 6108,1551,610800,61,1.0,39573,0.039193389,NEW CITY,134.6369632
2021,319,17031611300,Census Tract 6113,3117,611300,61,1.0,39573,0.078765825,NEW CITY,134.6369632
2021,118,17031611400,Census Tract 6114,3309,611400,61,1.0,39573,0.083617618,NEW CITY,134.6369632
2021,320,17031611500,Census Tract 6115,3350,611500,61,1.0,39573,0.084653678,NEW CITY,134.6369632
2021,922,17031611900,Census Tract 6119,1369,611900,61,1.0,39573,0.034594294,NEW CITY,134.6369632
2021,1950,17031681200,Census Tract 6812,2124,681200,68,1.0,21054,0.100883443,ENGLEWOOD,85.65232307
2021,2140,17031691200,Census Tract 6912,2150,691200,69,1.0,29309,0.073356307,GREATER GRAND CROSSING,98.85316769
2021,2873,17031691100,Census Tract 6911,2911,691100,69,1.0,29309,0.099321028,GREATER GRAND CROSSING,98.85316769
2021,2612,17031730100,Census Tract 7301,2748,730100,73,1.0,26676,0.103013945,WASHINGTON HEIGHTS,79.63575286
2021,1001,17031730300,Census Tract 7303,1011,730300,73,1.0,26676,0.037899235,WASHINGTON HEIGHTS,79.63575286
2021,4130,17031730400,Census Tract 7304,4283,730400,73,1.0,26676,0.160556305,WASHINGTON HEIGHTS,79.63575286
2021,4284,17031730500,Census Tract 7305,4297,730500,73,1.0,26676,0.161081122,WASHINGTON HEIGHTS,79.63575286
2021,3827,17031730600,Census Tract 7306,3905,730600,73,1.0,26676,0.146386265,WASHINGTON HEIGHTS,79.63575286
2021,1664,17031381200,Census Tract 3812,1664,381200,38,1.0,24401,0.068193926,GRAND BOULEVARD,48.49250315
2021,1463,17031381400,Census Tract 3814,1672,381400,38,1.0,24401,0.068521782,GRAND BOULEVARD,48.49250315
2021,0,17031381700,Census Tract 3817,0,381700,38,1.0,24401,0.0,GRAND BOULEVARD,48.49250315
2021,4952,17031440300,Census Tract 4403,4954,440300,44,1.0,32486,0.15249646,CHATHAM,82.3206703
2021,1017,17031612000,Census Tract 6120,1208,612000,61,1.0,39573,0.030525864,NEW CITY,134.6369632
2021,786,17031612100,Census Tract 6121,1024,612100,61,1.0,39573,0.025876229,NEW CITY,134.6369632
2021,0,17031620100,Census Tract 6201,4400,620100,62,1.0,18022,0.244146044,WEST ELSDON,32.71109142
2021,11,17031620200,Census Tract 6202,2012,620200,62,1.0,18022,0.111641327,WEST ELSDON,32.71109142
2021,116,17031620300,Census Tract 6203,6918,620300,62,1.0,18022,0.383864166,WEST ELSDON,32.71109142
2021,25,17031620400,Census Tract 6204,4692,620400,62,1.0,18022,0.260348463,WEST ELSDON,32.71109142
2021,2293,17031730700,Census Tract 7307,2293,730700,73,1.0,26676,0.085957415,WASHINGTON HEIGHTS,79.63575286
2021,40,17031740100,Census Tract 7401,3115,740100,74,1.0,19477,0.159932228,MOUNT GREENWOOD,75.58429001
2021,228,17031740200,Census Tract 7402,6607,740200,74,1.0,19477,0.339220619,MOUNT GREENWOOD,75.58429001
2021,78,17031740300,Census Tract 7403,5017,740300,74,1.0,19477,0.257585871,MOUNT GREENWOOD,75.58429001
2021,290,17031740400,Census Tract 7404,4738,740400,74,1.0,19477,0.243261283,MOUNT GREENWOOD,75.58429001
2021,1112,17031381800,Census Tract 3818,1251,381800,38,1.0,24401,0.051268391,GRAND BOULEVARD,48.49250315
2021,1224,17031381900,Census Tract 3819,1275,381900,38,1.0,24401,0.052251957,GRAND BOULEVARD,48.49250315
2021,1425,17031390100,Census Tract 3901,1714,390100,39,1.0,18492,0.09268873,KENWOOD,29.07174192
2021,1561,17031390200,Census Tract 3902,2227,390200,39,1.0,18492,0.120430456,KENWOOD,29.07174192
2021,2496,17031390300,Census Tract 3903,2890,390300,39,1.0,18492,0.156283798,KENWOOD,29.07174192
2021,2058,17031390400,Census Tract 3904,2357,390400,39,1.0,18492,0.127460523,KENWOOD,29.07174192
2021,1115,17031390500,Census Tract 3905,1741,390500,39,1.0,18492,0.094148821,KENWOOD,29.07174192
2021,778,17031390600,Census Tract 3906,1706,390600,39,1.0,18492,0.092256111,KENWOOD,29.07174192
2021,3514,17031390700,Census Tract 3907,5857,390700,39,1.0,18492,0.31673156,KENWOOD,29.07174192
2021,1882,17031440600,Census Tract 4406,1899,440600,44,1.0,32486,0.05845595,CHATHAM,82.3206703
2021,2503,17031440900,Census Tract 4409,2514,440900,44,1.0,32486,0.077387182,CHATHAM,82.3206703
2021,1443,17031440700,Census Tract 4407,1455,440700,44,1.0,32486,0.044788524,CHATHAM,82.3206703
2021,1719,17031440800,Census Tract 4408,1823,440800,44,1.0,32486,0.056116481,CHATHAM,82.3206703
2021,203,17031630300,Census Tract 6303,5193,630300,63,1.0,35621,0.14578479,GAGE PARK,61.2848961
2021,2,17031630500,Census Tract 6305,5763,630500,63,1.0,35621,0.161786587,GAGE PARK,61.2848961
2021,100,17031630800,Census Tract 6308,6358,630800,63,1.0,35621,0.178490216,GAGE PARK,61.2848961
2021,473,17031630900,Census Tract 6309,4520,630900,63,1.0,35621,0.12689144,GAGE PARK,61.2848961
2021,35,17031640100,Census Tract 6401,1349,640100,64,1.0,25507,0.052887443,CLEARING,71.14519237
2021,258,17031640300,Census Tract 6403,7550,640300,64,1.0,25507,0.295997177,CLEARING,71.14519237
2021,3697,17031750100,Census Tract 7501,4061,750100,75,1.0,21627,0.187774541,MORGAN PARK,91.87734068
2021,1782,17031750200,Census Tract 7502,2856,750200,75,1.0,21627,0.132057151,MORGAN PARK,91.87734068
2021,156,17031750300,Census Tract 7503,2604,750300,75,1.0,21627,0.120405049,MORGAN PARK,91.87734068
2021,750,17031750400,Census Tract 7504,2907,750400,75,1.0,21627,0.134415314,MORGAN PARK,91.87734068
2021,3904,17031750500,Census Tract 7505,5278,750500,75,1.0,21627,0.244046793,MORGAN PARK,91.87734068
2021,881,17031282700,Census Tract 2827,2275,282700,28,1.0,65019,0.034989772,NEAR WEST SIDE,158.4924665
2021,244,17031282800,Census Tract 2828,1610,282800,28,1.0,65019,0.024761993,NEAR WEST SIDE,158.4924665
2021,1161,17031400300,Census Tract 4003,1211,400300,40,1.0,11607,0.104333592,WASHINGTON PARK,42.37388148
2021,2320,17031400500,Census Tract 4005,2348,400500,40,1.0,11607,0.202291721,WASHINGTON PARK,42.37388148
2021,2424,17031400800,Census Tract 4008,2462,400800,40,1.0,11607,0.21211338,WASHINGTON PARK,42.37388148
2021,985,17031410100,Census Tract 4101,2202,410100,41,1.0,28801,0.076455679,HYDE PARK,45.10538016
2021,1188,17031410500,Census Tract 4105,2891,410500,41,1.0,28801,0.100378459,HYDE PARK,45.10538016
2021,557,17031410600,Census Tract 4106,2245,410600,41,1.0,28801,0.077948682,HYDE PARK,45.10538016
2021,2085,17031460100,Census Tract 4601,2656,460100,46,1.0,30399,0.087371295,SOUTH CHICAGO,93.27218499
2021,3262,17031450300,Census Tract 4503,3340,450300,45,1.0,9782,0.341443468,AVALON PARK,34.85273773
2021,633,17031460200,Census Tract 4602,2221,460200,46,1.0,30399,0.073061614,SOUTH CHICAGO,93.27218499
2021,171,17031640400,Census Tract 6404,3467,640400,64,1.0,25507,0.135923472,CLEARING,71.14519237
2021,60,17031640500,Census Tract 6405,4025,640500,64,1.0,25507,0.15779982,CLEARING,71.14519237
2021,62,17031640600,Census Tract 6406,4337,640600,64,1.0,25507,0.170031756,CLEARING,71.14519237
2021,24,17031640700,Census Tract 6407,3237,640700,64,1.0,25507,0.126906339,CLEARING,71.14519237
2021,35,17031640800,Census Tract 6408,1542,640800,64,1.0,25507,0.060453993,CLEARING,71.14519237
2021,73,17031650100,Census Tract 6501,4584,650100,65,1.0,32398,0.141490215,WEST LAWN,82.31530167
2021,99,17031650200,Census Tract 6502,7042,650200,65,1.0,32398,0.217359096,WEST LAWN,82.31530167
2021,3814,17031750600,Census Tract 7506,3921,750600,75,1.0,21627,0.181301151,MORGAN PARK,91.87734068
2021,848,17031283100,Census Tract 2831,2980,283100,28,1.0,65019,0.045832757,NEAR WEST SIDE,158.4924665
2021,2075,17031283800,Census Tract 2838,3656,283800,28,1.0,65019,0.056229717,NEAR WEST SIDE,158.4924665
2021,620,17031410700,Census Tract 4107,2564,410700,41,1.0,28801,0.089024687,HYDE PARK,45.10538016
2021,626,17031410800,Census Tract 4108,2907,410800,41,1.0,28801,0.100933995,HYDE PARK,45.10538016
2021,846,17031410900,Census Tract 4109,3427,410900,41,1.0,28801,0.118988924,HYDE PARK,45.10538016
2021,1464,17031411000,Census Tract 4110,3741,411000,41,1.0,28801,0.129891323,HYDE PARK,45.10538016
