year,allblackpop,geoid,namelsad,tractpop,tractce,community_area,weight,comm_pop,pop_share,community,commarea_km2
2022,1196,17031835500,Census Tract 8355,1393,835500,37,1.0,2142,0.650326797,FULLER PARK,19.91670487
2022,200,17031070101,Census Tract 701.01,4583,70101,7,1.0,69099,0.066325128,LINCOLN PARK,88.31640046
2022,308,17031110501,Census Tract 1105.01,5097,110501,11,1.0,27032,0.188554306,JEFFERSON PARK,64.86816167
2022,266,17031030104,Census Tract 301.04,3106,30104,77,1.0,56099,0.055366406,EDGEWATER,48.44999083
2022,68,17031081401,Census Tract 814.01,2171,81401,8,1.0,101208,0.021450873,NEAR NORTH SIDE,76.67589596
2022,3326,17031430102,Census Tract 4301.02,3542,430102,43,1.0,54974,0.064430458,SOUTH SHORE,81.81271638
2022,3399,17031430101,Census Tract 4301.01,3468,430101,43,1.0,54974,0.063084367,SOUTH SHORE,81.81271638
2022,1474,17031252101,Census Tract 2521.01,1492,252101,25,1.0,100120,0.014902117,AUSTIN,199.2542034
2022,796,17031010501,Census Tract 105.01,3913,10501,1,1.0,55711,0.070237476,ROGERS PARK,51.25990244
2022,201,17031020701,Census Tract 207.01,1728,20701,2,1.0,79265,0.02180029,WEST RIDGE,98.42909484
2022,4016,17031010201,Census Tract 102.01,8210,10201,1,1.0,55711,0.147367665,ROGERS PARK,51.25990244
2022,267,17031760801,Census Tract 7608.01,4718,760801,76,1.0,13771,0.342604023,OHARE,371.8356076
2022,1034,17031839000,Census Tract 8390,10190,839000,32,1.0,41671,0.244534568,LOOP,46.33556545
2022,6096,17031440201,Census Tract 4402.01,6096,440201,44,1.0,31341,0.1945056,CHATHAM,82.3206703
2022,4237,17031540101,Census Tract 5401.01,4460,540101,54,1.0,7817,0.570551362,RIVERDALE,98.3894974
2022,3239,17031834000,Census Tract 8340,3274,834000,49,1.0,37610,0.087051316,ROSELAND,134.3137067
2022,1269,17031833900,Census Tract 8339,2696,833900,46,1.0,30315,0.088932872,SOUTH CHICAGO,93.27218499
2022,138,17031221000,Census Tract 2210,2571,221000,22,1.0,71220,0.03609941,LOGAN SQUARE,100.0575667
2022,405,17031221100,Census Tract 2211,4542,221100,22,1.0,71220,0.063774221,LOGAN SQUARE,100.0575667
2022,6,17031242800,Census Tract 2428,1450,242800,24,1.0,86514,0.016760293,WEST TOWN,127.5629046
2022,123,17031242900,Census Tract 2429,2032,242900,24,1.0,86514,0.023487528,WEST TOWN,127.5629046
2022,35,17031243000,Census Tract 2430,2223,243000,24,1.0,86514,0.025695263,WEST TOWN,127.5629046
2022,66,17031243100,Census Tract 2431,2159,243100,24,1.0,86514,0.024955499,WEST TOWN,127.5629046
2022,237,17031243200,Census Tract 2432,2329,243200,24,1.0,86514,0.026920498,WEST TOWN,127.5629046
2022,76,17031243300,Census Tract 2433,2285,243300,24,1.0,86514,0.02641191,WEST TOWN,127.5629046
2022,126,17031243400,Census Tract 2434,2931,243400,24,1.0,86514,0.03387891,WEST TOWN,127.5629046
2022,283,17031071400,Census Tract 714,4763,71400,7,1.0,69099,0.068930086,LINCOLN PARK,88.31640046
2022,183,17031110400,Census Tract 1104,4501,110400,11,1.0,27032,0.166506363,JEFFERSON PARK,64.86816167
2022,77,17031150600,Census Tract 1506,4223,150600,15,1.0,64213,0.065765499,PORTAGE PARK,110.1960971
2022,131,17031150700,Census Tract 1507,4453,150700,15,1.0,64213,0.069347328,PORTAGE PARK,110.1960971
2022,239,17031150800,Census Tract 1508,4668,150800,15,1.0,64213,0.07269556,PORTAGE PARK,110.1960971
2022,120,17031151100,Census Tract 1511,5447,151100,15,1.0,64213,0.08482706,PORTAGE PARK,110.1960971
2022,105,17031151200,Census Tract 1512,4057,151200,15,1.0,64213,0.063180353,PORTAGE PARK,110.1960971
2022,41,17031241500,Census Tract 2415,2823,241500,24,1.0,86514,0.032630557,WEST TOWN,127.5629046
2022,488,17031241100,Census Tract 2411,3650,241100,24,1.0,86514,0.042189703,WEST TOWN,127.5629046
2022,71,17031241600,Census Tract 2416,3397,241600,24,1.0,86514,0.039265321,WEST TOWN,127.5629046
2022,123,17031241300,Census Tract 2413,1888,241300,24,1.0,86514,0.021823058,WEST TOWN,127.5629046
2022,512,17031241400,Census Tract 2414,5584,241400,24,1.0,86514,0.064544467,WEST TOWN,127.5629046
2022,747,17031243500,Census Tract 2435,4567,243500,24,1.0,86514,0.052789144,WEST TOWN,127.5629046
2022,1418,17031250200,Census Tract 2502,3051,250200,25,1.0,100120,0.030473432,AUSTIN,199.2542034
2022,3157,17031250300,Census Tract 2503,4844,250300,25,1.0,100120,0.048381942,AUSTIN,199.2542034
2022,4227,17031250400,Census Tract 2504,5513,250400,25,1.0,100120,0.055063923,AUSTIN,199.2542034
2022,1824,17031250500,Census Tract 2505,6903,250500,25,1.0,100120,0.068947263,AUSTIN,199.2542034
2022,114,17031071500,Census Tract 715,5991,71500,7,1.0,69099,0.086701689,LINCOLN PARK,88.31640046
2022,260,17031071800,Census Tract 718,2726,71800,7,1.0,69099,0.039450643,LINCOLN PARK,88.31640046
2022,93,17031080100,Census Tract 801,6607,80100,8,1.0,101208,0.065281401,NEAR NORTH SIDE,76.67589596
2022,33,17031080300,Census Tract 803,5836,80300,8,1.0,101208,0.057663426,NEAR NORTH SIDE,76.67589596
2022,2336,17031080400,Census Tract 804,4888,80400,8,1.0,101208,0.048296577,NEAR NORTH SIDE,76.67589596
2022,7,17031160100,Census Tract 1601,2757,160100,16,1.0,53584,0.051451926,IRVING PARK,89.61138229
2022,120,17031160200,Census Tract 1602,3356,160200,16,1.0,53584,0.062630636,IRVING PARK,89.61138229
2022,274,17031160300,Census Tract 1603,3685,160300,16,1.0,53584,0.068770529,IRVING PARK,89.61138229
2022,440,17031160400,Census Tract 1604,5171,160400,16,1.0,53584,0.096502687,IRVING PARK,89.61138229
2022,477,17031160700,Census Tract 1607,6265,160700,16,1.0,53584,0.11691923,IRVING PARK,89.61138229
2022,362,17031221300,Census Tract 2213,3011,221300,22,1.0,71220,0.04227745,LOGAN SQUARE,100.0575667
2022,388,17031221500,Census Tract 2215,2767,221500,22,1.0,71220,0.038851446,LOGAN SQUARE,100.0575667
2022,360,17031221400,Census Tract 2214,3083,221400,22,1.0,71220,0.043288402,LOGAN SQUARE,100.0575667
2022,3686,17031250600,Census Tract 2506,4542,250600,25,1.0,100120,0.045365561,AUSTIN,199.2542034
2022,4848,17031250700,Census Tract 2507,6466,250700,25,1.0,100120,0.064582501,AUSTIN,199.2542034
2022,2320,17031250800,Census Tract 2508,2693,250800,25,1.0,100120,0.026897723,AUSTIN,199.2542034
2022,976,17031251000,Census Tract 2510,1380,251000,25,1.0,100120,0.01378346,AUSTIN,199.2542034
2022,3263,17031251100,Census Tract 2511,4544,251100,25,1.0,100120,0.045385537,AUSTIN,199.2542034
2022,245,17031051400,Census Tract 514,2535,51400,5,1.0,35814,0.070782376,NORTH CENTER,57.05416784
2022,32,17031060100,Census Tract 601,3178,60100,6,1.0,101739,0.031236792,LAKE VIEW,87.21479926
2022,54,17031060300,Census Tract 603,2821,60300,6,1.0,101739,0.027727813,LAKE VIEW,87.21479926
2022,234,17031060800,Census Tract 608,5319,60800,6,1.0,101739,0.052280836,LAKE VIEW,87.21479926
2022,48,17031160800,Census Tract 1608,5236,160800,16,1.0,53584,0.097715736,IRVING PARK,89.61138229
2022,620,17031320101,Census Tract 3201.01,8705,320101,32,1.0,41671,0.208898275,LOOP,46.33556545
2022,2462,17031330103,Census Tract 3301.03,8471,330103,33,1.0,28216,0.300219733,NEAR SOUTH SIDE,49.76963944
2022,3383,17031380600,Census Tract 3806,4025,380600,38,1.0,24813,0.162213356,GRAND BOULEVARD,48.49250315
2022,2866,17031330102,Census Tract 3301.02,9617,330102,33,1.0,28216,0.340834987,NEAR SOUTH SIDE,49.76963944
2022,204,17031330101,Census Tract 3301.01,5011,330101,33,1.0,28216,0.177594273,NEAR SOUTH SIDE,49.76963944
2022,2865,17031460800,Census Tract 4608,4376,460800,46,1.0,30315,0.144350981,SOUTH CHICAGO,93.27218499
2022,281,17031630600,Census Tract 6306,2746,630600,63,1.0,34788,0.078935265,GAGE PARK,61.2848961
2022,2794,17031490200,Census Tract 4902,2944,490200,49,1.0,37610,0.078277054,ROSELAND,134.3137067
2022,1137,17031612200,Census Tract 6122,3687,612200,61,1.0,41048,0.089821672,NEW CITY,134.6369632
2022,1367,17031844700,Census Tract 8447,1753,844700,29,1.0,30409,0.057647407,NORTH LAWNDALE,89.48742201
2022,2124,17031844600,Census Tract 8446,2275,844600,38,1.0,24813,0.09168581,GRAND BOULEVARD,48.49250315
2022,213,17031320102,Census Tract 3201.02,5429,320102,32,1.0,41671,0.130282451,LOOP,46.33556545
2022,273,17031220701,Census Tract 2207.01,3077,220701,22,1.0,71220,0.043204156,LOGAN SQUARE,100.0575667
2022,165,17031063302,Census Tract 633.02,4102,63302,6,1.0,101739,0.040318855,LAKE VIEW,87.21479926
2022,3062,17031252201,Census Tract 2522.01,3258,252201,25,1.0,100120,0.032540951,AUSTIN,199.2542034
2022,559,17031660302,Census Tract 6603.02,4612,660302,66,1.0,52464,0.087907899,CHICAGO LAWN,98.2794651
2022,513,17031660301,Census Tract 6603.01,1761,660301,66,1.0,52464,0.033565874,CHICAGO LAWN,98.2794651
2022,3017,17031730202,Census Tract 7302.02,3093,730202,73,1.0,26456,0.116911098,WASHINGTON HEIGHTS,79.63575286
2022,707,17031835600,Census Tract 8356,749,835600,37,1.0,2142,0.349673203,FULLER PARK,19.91670487
2022,25,17031840000,Census Tract 8400,2651,840000,60,1.0,33221,0.079798922,BRIDGEPORT,58.29151927
2022,3357,17031836400,Census Tract 8364,3783,836400,36,1.0,6977,0.542210119,OAKLAND,16.91396104
2022,1763,17031836100,Census Tract 8361,1827,836100,40,1.0,12366,0.147743814,WASHINGTON PARK,42.37388148
2022,1703,17031834600,Census Tract 8346,1825,834600,68,1.0,21378,0.085368135,ENGLEWOOD,85.65232307
2022,2733,17031843600,Census Tract 8436,2966,843600,38,1.0,24813,0.119534115,GRAND BOULEVARD,48.49250315
2022,355,17031061902,Census Tract 619.02,4938,61902,6,1.0,101739,0.04853596,LAKE VIEW,87.21479926
2022,526,17031030102,Census Tract 301.02,3052,30102,77,1.0,56099,0.054403822,EDGEWATER,48.44999083
2022,364,17031030103,Census Tract 301.03,2297,30103,77,1.0,56099,0.040945471,EDGEWATER,48.44999083
2022,453,17031030706,Census Tract 307.06,2588,30706,77,1.0,56099,0.04613273,EDGEWATER,48.44999083
2022,1051,17031030601,Census Tract 306.01,3771,30601,77,1.0,56099,0.06722045,EDGEWATER,48.44999083
2022,179,17031081202,Census Tract 812.02,3437,81202,8,1.0,101208,0.033959766,NEAR NORTH SIDE,76.67589596
2022,31,17031063303,Census Tract 633.03,1198,63303,6,1.0,101739,0.011775229,LAKE VIEW,87.21479926
2022,469,17031220901,Census Tract 2209.01,3090,220901,22,1.0,71220,0.043386689,LOGAN SQUARE,100.0575667
2022,227,17031210602,Census Tract 2106.02,4362,210602,21,1.0,36374,0.119920823,AVONDALE,55.29059546
2022,407,17031220602,Census Tract 2206.02,4316,220602,22,1.0,71220,0.060600955,LOGAN SQUARE,100.0575667
2022,143,17031220601,Census Tract 2206.01,1538,220601,22,1.0,71220,0.021595058,LOGAN SQUARE,100.0575667
2022,208,17031040401,Census Tract 404.01,3431,40401,4,1.0,42271,0.081166757,LINCOLN SQUARE,71.35232823
2022,4717,17031252202,Census Tract 2522.02,4945,252202,25,1.0,100120,0.049390731,AUSTIN,199.2542034
2022,5757,17031252102,Census Tract 2521.02,7020,252102,25,1.0,100120,0.070115861,AUSTIN,199.2542034
2022,855,17031836300,Census Tract 8363,1744,836300,41,1.0,29559,0.059000643,HYDE PARK,45.10538016
2022,1462,17031834500,Census Tract 8345,1572,834500,40,1.0,12366,0.127122756,WASHINGTON PARK,42.37388148
2022,2859,17031836000,Census Tract 8360,3022,836000,38,1.0,24813,0.121790997,GRAND BOULEVARD,48.49250315
2022,192,17031836200,Census Tract 8362,1709,836200,41,1.0,29559,0.05781657,HYDE PARK,45.10538016
2022,3129,17031834400,Census Tract 8344,4263,834400,42,1.0,24645,0.172976263,WOODLAWN,57.8151795
2022,5853,17031834300,Census Tract 8343,6186,834300,45,1.0,9647,0.641235617,AVALON PARK,34.85273773
2022,1327,17031710300,Census Tract 7103,1382,710300,71,1.0,46468,0.029740897,AUBURN GRESHAM,105.0653536
2022,75,17031160900,Census Tract 1609,2420,160900,16,1.0,53584,0.045162735,IRVING PARK,89.61138229
2022,38,17031161000,Census Tract 1610,1986,161000,16,1.0,53584,0.037063302,IRVING PARK,89.61138229
2022,315,17031161100,Census Tract 1611,2024,161100,16,1.0,53584,0.037772469,IRVING PARK,89.61138229
2022,206,17031161200,Census Tract 1612,2873,161200,16,1.0,53584,0.053616751,IRVING PARK,89.61138229
2022,102,17031161300,Census Tract 1613,3769,161300,16,1.0,53584,0.070338161,IRVING PARK,89.61138229
2022,79,17031170100,Census Tract 1701,2030,170100,17,1.0,42574,0.047681684,DUNNING,103.5950012
2022,124,17031221600,Census Tract 2216,3389,221600,22,1.0,71220,0.047584948,LOGAN SQUARE,100.0575667
2022,36,17031242100,Census Tract 2421,3817,242100,24,1.0,86514,0.044120027,WEST TOWN,127.5629046
2022,1008,17031242000,Census Tract 2420,4378,242000,24,1.0,86514,0.050604526,WEST TOWN,127.5629046
2022,2613,17031251200,Census Tract 2512,3840,251200,25,1.0,100120,0.038353975,AUSTIN,199.2542034
2022,4313,17031251300,Census Tract 2513,4915,251300,25,1.0,100120,0.049091091,AUSTIN,199.2542034
2022,305,17031051300,Census Tract 513,3077,51300,5,1.0,35814,0.085916122,NORTH CENTER,57.05416784
2022,0,17031600700,Census Tract 6007,2870,600700,60,1.0,33221,0.086391138,BRIDGEPORT,58.29151927
2022,289,17031600900,Census Tract 6009,3733,600900,60,1.0,33221,0.112368682,BRIDGEPORT,58.29151927
2022,2836,17031672000,Census Tract 6720,3295,672000,67,1.0,25772,0.127851932,WEST ENGLEWOOD,87.94769193
2022,2084,17031710900,Census Tract 7109,2151,710900,71,1.0,46468,0.04628992,AUBURN GRESHAM,105.0653536
2022,3525,17031711000,Census Tract 7110,3779,711000,71,1.0,46468,0.081324783,AUBURN GRESHAM,105.0653536
2022,2719,17031711100,Census Tract 7111,2808,711100,71,1.0,46468,0.060428682,AUBURN GRESHAM,105.0653536
2022,4202,17031711200,Census Tract 7112,4869,711200,71,1.0,46468,0.104781785,AUBURN GRESHAM,105.0653536
2022,2521,17031711500,Census Tract 7115,2628,711500,71,1.0,46468,0.056555049,AUBURN GRESHAM,105.0653536
2022,1492,17031711300,Census Tract 7113,1618,711300,71,1.0,46468,0.034819661,AUBURN GRESHAM,105.0653536
2022,2601,17031711400,Census Tract 7114,2728,711400,71,1.0,46468,0.058707067,AUBURN GRESHAM,105.0653536
2022,1366,17031270500,Census Tract 2705,1380,270500,27,1.0,19901,0.069343249,EAST GARFIELD PARK,53.88322084
2022,1219,17031271200,Census Tract 2712,1384,271200,27,1.0,19901,0.069544244,EAST GARFIELD PARK,53.88322084
2022,920,17031271300,Census Tract 2713,964,271300,27,1.0,19901,0.048439777,EAST GARFIELD PARK,53.88322084
2022,1110,17031271400,Census Tract 2714,1359,271400,27,1.0,19901,0.068288026,EAST GARFIELD PARK,53.88322084
2022,754,17031350100,Census Tract 3501,2439,350100,35,1.0,21355,0.114212128,DOUGLAS,46.00462115
2022,1681,17031350400,Census Tract 3504,1777,350400,35,1.0,21355,0.083212362,DOUGLAS,46.00462115
2022,2952,17031351000,Census Tract 3510,3526,351000,35,1.0,21355,0.165113557,DOUGLAS,46.00462115
2022,1239,17031351400,Census Tract 3514,1569,351400,35,1.0,21355,0.073472255,DOUGLAS,46.00462115
2022,1636,17031360200,Census Tract 3602,1672,360200,36,1.0,6977,0.239644546,OAKLAND,16.91396104
2022,2837,17031430400,Census Tract 4304,2999,430400,43,1.0,54974,0.054553061,SOUTH SHORE,81.81271638
2022,2097,17031430600,Census Tract 4306,2218,430600,43,1.0,54974,0.040346346,SOUTH SHORE,81.81271638
2022,2016,17031430800,Census Tract 4308,2016,430800,43,1.0,54974,0.036671881,SOUTH SHORE,81.81271638
2022,3860,17031430500,Census Tract 4305,3882,430500,43,1.0,54974,0.0706152,SOUTH SHORE,81.81271638
2022,1642,17031430900,Census Tract 4309,1681,430900,43,1.0,54974,0.030578091,SOUTH SHORE,81.81271638
2022,598,17031610300,Census Tract 6103,5670,610300,61,1.0,41048,0.138130969,NEW CITY,134.6369632
2022,2233,17031681000,Census Tract 6810,2297,681000,68,1.0,21378,0.107446908,ENGLEWOOD,85.65232307
2022,1927,17031681100,Census Tract 6811,1932,681100,68,1.0,21378,0.090373281,ENGLEWOOD,85.65232307
2022,1036,17031680500,Census Tract 6805,1474,680500,68,1.0,21378,0.068949387,ENGLEWOOD,85.65232307
2022,3266,17031680900,Census Tract 6809,3560,680900,68,1.0,21378,0.166526335,ENGLEWOOD,85.65232307
2022,1085,17031720100,Census Tract 7201,3370,720100,72,1.0,19781,0.170365502,BEVERLY,88.77936392
2022,2048,17031720200,Census Tract 7202,4097,720200,72,1.0,19781,0.207117941,BEVERLY,88.77936392
2022,1100,17031720300,Census Tract 7203,3614,720300,72,1.0,19781,0.182700571,BEVERLY,88.77936392
2022,210,17031720400,Census Tract 7204,1872,720400,72,1.0,19781,0.094636267,BEVERLY,88.77936392
2022,35,17031720500,Census Tract 7205,1833,720500,72,1.0,19781,0.092664678,BEVERLY,88.77936392
2022,411,17031720600,Census Tract 7206,1860,720600,72,1.0,19781,0.094029624,BEVERLY,88.77936392
2022,2326,17031720700,Census Tract 7207,3135,720700,72,1.0,19781,0.158485415,BEVERLY,88.77936392
2022,169,17031040600,Census Tract 406,2785,40600,4,1.0,42271,0.065884412,LINCOLN SQUARE,71.35232823
2022,130,17031040700,Census Tract 407,3749,40700,4,1.0,42271,0.088689645,LINCOLN SQUARE,71.35232823
2022,34,17031040800,Census Tract 408,1577,40800,4,1.0,42271,0.037306901,LINCOLN SQUARE,71.35232823
2022,1875,17031380100,Census Tract 3801,1928,380100,38,1.0,24813,0.077701205,GRAND BOULEVARD,48.49250315
2022,1545,17031380200,Census Tract 3802,1723,380200,38,1.0,24813,0.069439407,GRAND BOULEVARD,48.49250315
2022,2384,17031431200,Census Tract 4312,2399,431200,43,1.0,54974,0.043638811,SOUTH SHORE,81.81271638
2022,6793,17031431400,Census Tract 4314,7565,431400,43,1.0,54974,0.137610507,SOUTH SHORE,81.81271638
2022,82,17031050100,Census Tract 501,2513,50100,5,1.0,35814,0.070168091,NORTH CENTER,57.05416784
2022,126,17031610800,Census Tract 6108,1521,610800,61,1.0,41048,0.03705418,NEW CITY,134.6369632
2022,399,17031611300,Census Tract 6113,3409,611300,61,1.0,41048,0.083049113,NEW CITY,134.6369632
2022,69,17031611400,Census Tract 6114,3587,611400,61,1.0,41048,0.0873855,NEW CITY,134.6369632
2022,325,17031611500,Census Tract 6115,3273,611500,61,1.0,41048,0.079735919,NEW CITY,134.6369632
2022,942,17031611900,Census Tract 6119,1559,611900,61,1.0,41048,0.037979926,NEW CITY,134.6369632
2022,1709,17031681200,Census Tract 6812,1883,681200,68,1.0,21378,0.088081205,ENGLEWOOD,85.65232307
2022,1965,17031691200,Census Tract 6912,1984,691200,69,1.0,28991,0.068435032,GREATER GRAND CROSSING,98.85316769
2022,2872,17031691100,Census Tract 6911,2883,691100,69,1.0,28991,0.099444655,GREATER GRAND CROSSING,98.85316769
2022,2542,17031730100,Census Tract 7301,2669,730100,73,1.0,26456,0.100884487,WASHINGTON HEIGHTS,79.63575286
2022,1033,17031730300,Census Tract 7303,1042,730300,73,1.0,26456,0.039386151,WASHINGTON HEIGHTS,79.63575286
2022,3920,17031730400,Census Tract 7304,4070,730400,73,1.0,26456,0.153840339,WASHINGTON HEIGHTS,79.63575286
2022,4041,17031730500,Census Tract 7305,4053,730500,73,1.0,26456,0.153197762,WASHINGTON HEIGHTS,79.63575286
2022,3486,17031730600,Census Tract 7306,3570,730600,73,1.0,26456,0.134941034,WASHINGTON HEIGHTS,79.63575286
2022,1851,17031381200,Census Tract 3812,1906,381200,38,1.0,24813,0.076814573,GRAND BOULEVARD,48.49250315
2022,1376,17031381400,Census Tract 3814,1615,381400,38,1.0,24813,0.06508685,GRAND BOULEVARD,48.49250315
2022,0,17031381700,Census Tract 3817,0,381700,38,1.0,24813,0.0,GRAND BOULEVARD,48.49250315
2022,4578,17031440300,Census Tract 4403,4650,440300,44,1.0,31341,0.148367953,CHATHAM,82.3206703
2022,812,17031612000,Census Tract 6120,1317,612000,61,1.0,41048,0.032084389,NEW CITY,134.6369632
2022,601,17031612100,Census Tract 6121,1018,612100,61,1.0,41048,0.024800234,NEW CITY,134.6369632
2022,56,17031620100,Census Tract 6201,4798,620100,62,1.0,18366,0.261243602,WEST ELSDON,32.71109142
2022,4,17031620200,Census Tract 6202,1948,620200,62,1.0,18366,0.106065556,WEST ELSDON,32.71109142
2022,37,17031620300,Census Tract 6203,7080,620300,62,1.0,18366,0.385494936,WEST ELSDON,32.71109142
2022,50,17031620400,Census Tract 6204,4540,620400,62,1.0,18366,0.247195905,WEST ELSDON,32.71109142
2022,2288,17031730700,Census Tract 7307,2288,730700,73,1.0,26456,0.086483217,WASHINGTON HEIGHTS,79.63575286
2022,20,17031740100,Census Tract 7401,3075,740100,74,1.0,19121,0.160817949,MOUNT GREENWOOD,75.58429001
2022,191,17031740200,Census Tract 7402,6473,740200,74,1.0,19121,0.33852832,MOUNT GREENWOOD,75.58429001
2022,0,17031740300,Census Tract 7403,5043,740300,74,1.0,19121,0.263741436,MOUNT GREENWOOD,75.58429001
2022,241,17031740400,Census Tract 7404,4530,740400,74,1.0,19121,0.236912295,MOUNT GREENWOOD,75.58429001
2022,1364,17031381800,Census Tract 3818,1483,381800,38,1.0,24813,0.059767058,GRAND BOULEVARD,48.49250315
2022,1191,17031381900,Census Tract 3819,1348,381900,38,1.0,24813,0.054326361,GRAND BOULEVARD,48.49250315
2022,1554,17031390100,Census Tract 3901,1854,390100,39,1.0,18637,0.09947953,KENWOOD,29.07174192
2022,1527,17031390200,Census Tract 3902,2178,390200,39,1.0,18637,0.116864302,KENWOOD,29.07174192
2022,2266,17031390300,Census Tract 3903,2664,390300,39,1.0,18637,0.142941461,KENWOOD,29.07174192
2022,2076,17031390400,Census Tract 3904,2289,390400,39,1.0,18637,0.122820196,KENWOOD,29.07174192
2022,1157,17031390500,Census Tract 3905,1766,390500,39,1.0,18637,0.09475774,KENWOOD,29.07174192
2022,868,17031390600,Census Tract 3906,1824,390600,39,1.0,18637,0.097869829,KENWOOD,29.07174192
2022,3583,17031390700,Census Tract 3907,6062,390700,39,1.0,18637,0.325266942,KENWOOD,29.07174192
2022,1569,17031440600,Census Tract 4406,1612,440600,44,1.0,31341,0.051434224,CHATHAM,82.3206703
2022,2152,17031440900,Census Tract 4409,2377,440900,44,1.0,31341,0.075843145,CHATHAM,82.3206703
2022,1238,17031440700,Census Tract 4407,1453,440700,44,1.0,31341,0.046360997,CHATHAM,82.3206703
2022,1831,17031440800,Census Tract 4408,1877,440800,44,1.0,31341,0.059889601,CHATHAM,82.3206703
2022,173,17031630300,Census Tract 6303,4167,630300,63,1.0,34788,0.119782684,GAGE PARK,61.2848961
2022,16,17031630500,Census Tract 6305,5989,630500,63,1.0,34788,0.172157066,GAGE PARK,61.2848961
2022,104,17031630800,Census Tract 6308,6361,630800,63,1.0,34788,0.182850408,GAGE PARK,61.2848961
2022,521,17031630900,Census Tract 6309,4856,630900,63,1.0,34788,0.139588364,GAGE PARK,61.2848961
2022,16,17031640100,Census Tract 6401,1348,640100,64,1.0,24728,0.054513103,CLEARING,71.14519237
2022,248,17031640300,Census Tract 6403,6897,640300,64,1.0,24728,0.278914591,CLEARING,71.14519237
2022,3291,17031750100,Census Tract 7501,3636,750100,75,1.0,20718,0.175499566,MORGAN PARK,91.87734068
2022,1953,17031750200,Census Tract 7502,3141,750200,75,1.0,20718,0.151607298,MORGAN PARK,91.87734068
2022,225,17031750300,Census Tract 7503,2546,750300,75,1.0,20718,0.12288831,MORGAN PARK,91.87734068
2022,749,17031750400,Census Tract 7504,2790,750400,75,1.0,20718,0.134665508,MORGAN PARK,91.87734068
2022,3491,17031750500,Census Tract 7505,4761,750500,75,1.0,20718,0.229800174,MORGAN PARK,91.87734068
2022,901,17031282700,Census Tract 2827,2243,282700,28,1.0,65581,0.034201979,NEAR WEST SIDE,158.4924665
2022,183,17031282800,Census Tract 2828,1498,282800,28,1.0,65581,0.022841982,NEAR WEST SIDE,158.4924665
2022,1274,17031400300,Census Tract 4003,1361,400300,40,1.0,12366,0.110059842,WASHINGTON PARK,42.37388148
2022,2579,17031400500,Census Tract 4005,2634,400500,40,1.0,12366,0.213003396,WASHINGTON PARK,42.37388148
2022,2768,17031400800,Census Tract 4008,2768,400800,40,1.0,12366,0.22383956,WASHINGTON PARK,42.37388148
2022,1034,17031410100,Census Tract 4101,2251,410100,41,1.0,29559,0.076152779,HYDE PARK,45.10538016
2022,1847,17031410500,Census Tract 4105,3405,410500,41,1.0,29559,0.115193342,HYDE PARK,45.10538016
2022,514,17031410600,Census Tract 4106,2249,410600,41,1.0,29559,0.076085118,HYDE PARK,45.10538016
2022,2087,17031460100,Census Tract 4601,2650,460100,46,1.0,30315,0.087415471,SOUTH CHICAGO,93.27218499
2022,3386,17031450300,Census Tract 4503,3461,450300,45,1.0,9647,0.358764383,AVALON PARK,34.85273773
2022,741,17031460200,Census Tract 4602,1880,460200,46,1.0,30315,0.062015504,SOUTH CHICAGO,93.27218499
2022,75,17031640400,Census Tract 6404,3309,640400,64,1.0,24728,0.133815917,CLEARING,71.14519237
2022,61,17031640500,Census Tract 6405,4132,640500,64,1.0,24728,0.167098027,CLEARING,71.14519237
2022,63,17031640600,Census Tract 6406,4427,640600,64,1.0,24728,0.179027823,CLEARING,71.14519237
2022,59,17031640700,Census Tract 6407,3110,640700,64,1.0,24728,0.12576836,CLEARING,71.14519237
2022,14,17031640800,Census Tract 6408,1505,640800,64,1.0,24728,0.060862181,CLEARING,71.14519237
2022,49,17031650100,Census Tract 6501,4622,650100,65,1.0,32594,0.14180524,WEST LAWN,82.31530167
2022,86,17031650200,Census Tract 6502,7211,650200,65,1.0,32594,0.221237037,WEST LAWN,82.31530167
2022,3721,17031750600,Census Tract 7506,3844,750600,75,1.0,20718,0.185539145,MORGAN PARK,91.87734068
2022,618,17031283100,Census Tract 2831,2729,283100,28,1.0,65581,0.041612662,NEAR WEST SIDE,158.4924665
2022,2085,17031283800,Census Tract 2838,3504,283800,28,1.0,65581,0.053430109,NEAR WEST SIDE,158.4924665
2022,652,17031410700,Census Tract 4107,2541,410700,41,1.0,29559,0.085963666,HYDE PARK,45.10538016
2022,721,17031410800,Census Tract 4108,2890,410800,41,1.0,29559,0.097770561,HYDE PARK,45.10538016
2022,872,17031410900,Census Tract 4109,3527,410900,41,1.0,29559,0.119320681,HYDE PARK,45.10538016
2022,1376,17031411000,Census Tract 4110,3931,411000,41,1.0,29559,0.132988261,HYDE PARK,45.10538016
2022,234,17031411100,Census Tract 4111,2388,411100,41,1.0,29559,0.080787577,HYDE PARK,45.10538016
2022,147,17031411200,Census Tract 4112,1643,411200,41,1.0,29559,0.055583748,HYDE PARK,45.10538016
2022,3609,17031460400,Census Tract 4604,3682,460400,46,1.0,30315,0.121458024,SOUTH CHICAGO,93.27218499
2022,5951,17031460500,Census Tract 4605,6284,460500,46,1.0,30315,0.20729012,SOUTH CHICAGO,93.27218499
2022,990,17031461000,Census Tract 4610,1346,461000,46,1.0,30315,0.044400462,SOUTH CHICAGO,93.27218499
