year,namelsad,tractpop,geoid,tractce,community_area,weight,comm_pop,pop_share,community,commarea_km2
2021,Census Tract 207.01,1728.0,17031020701,20701,2,1.0,79897.0,0.0216278458515338,WEST RIDGE,98.4290948429624
2021,Census Tract 102.01,8232.0,17031010201,10201,1,1.0,55789.0,0.147555969814838,ROGERS PARK,51.25990244057384
2021,Census Tract 7608.01,4814.0,17031760801,760801,76,1.0,13418.0,0.3587717990758682,OHARE,371.8356076134321
2021,Census Tract 8390,10155.0,17031839000,839000,32,1.0,39834.0,0.2549329718331073,LOOP,46.3355654497116
2021,Census Tract 4402.01,6178.0,17031440201,440201,44,1.0,32486.0,0.1901742288986024,CHATHAM,82.32067029535114
2021,Census Tract 5401.01,4535.0,17031540101,540101,54,1.0,7934.0,0.5715906226367532,RIVERDALE,98.38949739579031
2021,Census Tract 8340,3146.0,17031834000,834000,49,1.0,39128.0,0.0804027806174606,ROSELAND,134.31370670490057
2021,Census Tract 8339,2817.0,17031833900,833900,46,1.0,30399.0,0.0926675219579591,SOUTH CHICAGO,93.2721849914544
2021,Census Tract 2210,2570.0,17031221000,221000,22,1.0,71408.0,0.0359903652251848,LOGAN SQUARE,100.05756668057336
2021,Census Tract 2211,4498.0,17031221100,221100,22,1.0,71408.0,0.0629901411606542,LOGAN SQUARE,100.05756668057336
2021,Census Tract 2428,1561.0,17031242800,242800,24,1.0,86881.0,0.0179671044301976,WEST TOWN,127.56290457232984
2021,Census Tract 2429,1869.0,17031242900,242900,24,1.0,86881.0,0.0215121833312231,WEST TOWN,127.56290457232984
2021,Census Tract 2430,2201.0,17031243000,243000,24,1.0,86881.0,0.0253335021466143,WEST TOWN,127.56290457232984
2021,Census Tract 2431,2225.0,17031243100,243100,24,1.0,86881.0,0.0256097420609799,WEST TOWN,127.56290457232984
2021,Census Tract 2432,2154.0,17031243200,243200,24,1.0,86881.0,0.0247925323143149,WEST TOWN,127.56290457232984
2021,Census Tract 2433,2191.0,17031243300,243300,24,1.0,86881.0,0.0252184021822953,WEST TOWN,127.56290457232984
2021,Census Tract 2434,3013.0,17031243400,243400,24,1.0,86881.0,0.034679619249318,WEST TOWN,127.56290457232984
2021,Census Tract 714,4799.0,17031071400,71400,7,1.0,69641.0,0.0689105555635329,LINCOLN PARK,88.31640045539218
2021,Census Tract 1104,4551.0,17031110400,110400,11,1.0,27172.0,0.1674885911968202,JEFFERSON PARK,64.86816166921948
2021,Census Tract 1506,4378.0,17031150600,150600,15,1.0,65563.0,0.0667754678705977,PORTAGE PARK,110.19609711747748
2021,Census Tract 1507,4375.0,17031150700,150700,15,1.0,65563.0,0.0667297103549258,PORTAGE PARK,110.19609711747748
2021,Census Tract 1508,5152.0,17031150800,150800,15,1.0,65563.0,0.0785809069139606,PORTAGE PARK,110.19609711747748
2021,Census Tract 1511,5683.0,17031151100,151100,15,1.0,65563.0,0.0866799871878956,PORTAGE PARK,110.19609711747748
2021,Census Tract 1512,3886.0,17031151200,151200,15,1.0,65563.0,0.059271235300398,PORTAGE PARK,110.19609711747748
2021,Census Tract 2415,2772.0,17031241500,241500,24,1.0,86881.0,0.0319057101092298,WEST TOWN,127.56290457232984
2021,Census Tract 2411,3692.0,17031241100,241100,24,1.0,86881.0,0.0424949068265788,WEST TOWN,127.56290457232984
2021,Census Tract 2416,3486.0,17031241600,241600,24,1.0,86881.0,0.0401238475616072,WEST TOWN,127.56290457232984
2021,Census Tract 2413,1981.0,17031241300,241300,24,1.0,86881.0,0.022801302931596,WEST TOWN,127.56290457232984
2021,Census Tract 2414,6005.0,17031241400,241400,24,1.0,86881.0,0.0691175285735661,WEST TOWN,127.56290457232984
2021,Census Tract 2435,4362.0,17031243500,243500,24,1.0,86881.0,0.0502066044359526,WEST TOWN,127.56290457232984
2021,Census Tract 2502,3183.0,17031250200,250200,25,1.0,97313.0,0.0327088878156053,AUSTIN,199.25420338818205
2021,Census Tract 2503,5095.0,17031250300,250300,25,1.0,97313.0,0.0523568279674863,AUSTIN,199.25420338818205
2021,Census Tract 2504,5467.0,17031250400,250400,25,1.0,97313.0,0.056179544356869,AUSTIN,199.25420338818205
2021,Census Tract 2505,6727.0,17031250500,250500,25,1.0,97313.0,0.069127454708004,AUSTIN,199.25420338818205
2021,Census Tract 715,6110.0,17031071500,71500,7,1.0,69641.0,0.0877356729512787,LINCOLN PARK,88.31640045539218
2021,Census Tract 718,2752.0,17031071800,71800,7,1.0,69641.0,0.0395169512212633,LINCOLN PARK,88.31640045539218
2021,Census Tract 801,6886.0,17031080100,80100,8,1.0,98505.0,0.0699050809603573,NEAR NORTH SIDE,76.67589595801923
2021,Census Tract 803,5018.0,17031080300,80300,8,1.0,98505.0,0.0509415765697172,NEAR NORTH SIDE,76.67589595801923
2021,Census Tract 804,4699.0,17031080400,80400,8,1.0,98505.0,0.0477031622760266,NEAR NORTH SIDE,76.67589595801923
2021,Census Tract 1601,2847.0,17031160100,160100,16,1.0,54280.0,0.0524502579218865,IRVING PARK,89.61138229311392
2021,Census Tract 1602,3325.0,17031160200,160200,16,1.0,54280.0,0.0612564480471628,IRVING PARK,89.61138229311392
2021,Census Tract 1603,3475.0,17031160300,160300,16,1.0,54280.0,0.0640198968312454,IRVING PARK,89.61138229311392
2021,Census Tract 1604,4790.0,17031160400,160400,16,1.0,54280.0,0.0882461311717022,IRVING PARK,89.61138229311392
2021,Census Tract 1607,6275.0,17031160700,160700,16,1.0,54280.0,0.1156042741341193,IRVING PARK,89.61138229311392
2021,Census Tract 2213,3021.0,17031221300,221300,22,1.0,71408.0,0.0423061841810441,LOGAN SQUARE,100.05756668057336
2021,Census Tract 2215,2763.0,17031221500,221500,22,1.0,71408.0,0.0386931436253641,LOGAN SQUARE,100.05756668057336
2021,Census Tract 2214,3246.0,17031221400,221400,22,1.0,71408.0,0.045457091642393,LOGAN SQUARE,100.05756668057336
2021,Census Tract 2506,4658.0,17031250600,250600,25,1.0,97313.0,0.0478661638218943,AUSTIN,199.25420338818205
2021,Census Tract 2507,5965.0,17031250700,250700,25,1.0,97313.0,0.0612970517813652,AUSTIN,199.25420338818205
2021,Census Tract 2508,2525.0,17031250800,250800,25,1.0,97313.0,0.0259472012989014,AUSTIN,199.25420338818205
2021,Census Tract 2510,1106.0,17031251000,251000,25,1.0,97313.0,0.0113653879748851,AUSTIN,199.25420338818205
2021,Census Tract 2511,4767.0,17031251100,251100,25,1.0,97313.0,0.0489862608284607,AUSTIN,199.25420338818205
2021,Census Tract 514,2428.0,17031051400,51400,5,1.0,37094.0,0.0654553297029169,NORTH CENTER,57.05416783863191
2021,Census Tract 601,3211.0,17031060100,60100,6,1.0,102611.0,0.0312929413025893,LAKE VIEW,87.21479925558447
2021,Census Tract 603,2902.0,17031060300,60300,6,1.0,102611.0,0.0282815682529163,LAKE VIEW,87.21479925558447
2021,Census Tract 608,5203.0,17031060800,60800,6,1.0,102611.0,0.0507060646519379,LAKE VIEW,87.21479925558447
2021,Census Tract 1608,5604.0,17031160800,160800,16,1.0,54280.0,0.1032424465733235,IRVING PARK,89.61138229311392
2021,Census Tract 3201.01,7952.0,17031320101,320101,32,1.0,39834.0,0.1996284581011196,LOOP,46.3355654497116
2021,Census Tract 3301.03,7928.0,17031330103,330103,33,1.0,26816.0,0.2956443914081145,NEAR SOUTH SIDE,49.769639444136615
2021,Census Tract 3806,4044.0,17031380600,380600,38,1.0,24401.0,0.1657309126675136,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 3301.02,9253.0,17031330102,330102,33,1.0,26816.0,0.3450551909307875,NEAR SOUTH SIDE,49.769639444136615
2021,Census Tract 3301.01,4556.0,17031330101,330101,33,1.0,26816.0,0.1698985680190931,NEAR SOUTH SIDE,49.769639444136615
2021,Census Tract 4608,4599.0,17031460800,460800,46,1.0,30399.0,0.1512878713115563,SOUTH CHICAGO,93.2721849914544
2021,Census Tract 6306,2717.0,17031630600,630600,63,1.0,35621.0,0.0762752309031189,GAGE PARK,61.28489610145672
2021,Census Tract 4902,3202.0,17031490200,490200,49,1.0,39128.0,0.0818339807810263,ROSELAND,134.31370670490057
2021,Census Tract 6122,3681.0,17031612200,612200,61,1.0,39573.0,0.0930179667955424,NEW CITY,134.6369632279751
2021,Census Tract 8447,1573.0,17031844700,844700,29,1.0,32106.0,0.0489939575157291,NORTH LAWNDALE,89.48742200680012
2021,Census Tract 8446,2490.0,17031844600,844600,38,1.0,24401.0,0.1020449981558132,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 3201.02,4769.0,17031320102,320102,32,1.0,39834.0,0.1197218456594868,LOOP,46.3355654497116
2021,Census Tract 2207.01,3080.0,17031220701,220701,22,1.0,71408.0,0.0431324221375756,LOGAN SQUARE,100.05756668057336
2021,Census Tract 633.02,4010.0,17031063302,63302,6,1.0,102611.0,0.0390796308387989,LAKE VIEW,87.21479925558447
2021,Census Tract 2522.01,2760.0,17031252201,252201,25,1.0,97313.0,0.0283620893405814,AUSTIN,199.25420338818205
2021,Census Tract 6603.02,4640.0,17031660302,660302,66,1.0,51169.0,0.0906799038480329,CHICAGO LAWN,98.27946509626284
2021,Census Tract 6603.01,1572.0,17031660301,660301,66,1.0,51169.0,0.0307217260450663,CHICAGO LAWN,98.27946509626284
2021,Census Tract 7302.02,3064.0,17031730202,730202,73,1.0,26676.0,0.1148597990703253,WASHINGTON HEIGHTS,79.63575286171745
2021,Census Tract 8356,838.0,17031835600,835600,37,1.0,2213.0,0.3786714866696791,FULLER PARK,19.916704865338488
2021,Census Tract 8400,2731.0,17031840000,840000,60,1.0,34427.0,0.079327272199146,BRIDGEPORT,58.29151926539481
2021,Census Tract 8364,3891.0,17031836400,836400,36,1.0,7413.0,0.5248887090246863,OAKLAND,16.913961037490527
2021,Census Tract 8361,2000.0,17031836100,836100,40,1.0,11607.0,0.1723098130438528,WASHINGTON PARK,42.37388147613499
2021,Census Tract 8346,1587.0,17031834600,834600,68,1.0,21054.0,0.0753776004559703,ENGLEWOOD,85.65232306609218
2021,Census Tract 8436,3188.0,17031843600,843600,38,1.0,24401.0,0.1306503831810171,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 619.02,4988.0,17031061902,61902,6,1.0,102611.0,0.0486107727241718,LAKE VIEW,87.21479925558447
2021,Census Tract 301.02,3147.0,17031030102,30102,77,1.0,58084.0,0.0541801528820329,EDGEWATER,48.449990830225794
2021,Census Tract 301.03,2459.0,17031030103,30103,77,1.0,58084.0,0.0423352386199297,EDGEWATER,48.449990830225794
2021,Census Tract 307.06,2720.0,17031030706,30706,77,1.0,58084.0,0.0468287308036636,EDGEWATER,48.449990830225794
2021,Census Tract 306.01,3789.0,17031030601,30601,77,1.0,58084.0,0.0652331106673094,EDGEWATER,48.449990830225794
2021,Census Tract 812.02,3275.0,17031081202,81202,8,1.0,98505.0,0.0332470432972945,NEAR NORTH SIDE,76.67589595801923
2021,Census Tract 633.03,1180.0,17031063303,63303,6,1.0,102611.0,0.0114997417430879,LAKE VIEW,87.21479925558447
2021,Census Tract 2209.01,2943.0,17031220901,220901,22,1.0,71408.0,0.0412138695944431,LOGAN SQUARE,100.05756668057336
2021,Census Tract 2106.02,4128.0,17031210602,210602,21,1.0,36820.0,0.1121129820749592,AVONDALE,55.29059546222403
2021,Census Tract 2206.02,4534.0,17031220602,220602,22,1.0,71408.0,0.06349428635447,LOGAN SQUARE,100.05756668057336
2021,Census Tract 2206.01,1535.0,17031220601,220601,22,1.0,71408.0,0.02149619090298,LOGAN SQUARE,100.05756668057336
2021,Census Tract 404.01,3440.0,17031040401,40401,4,1.0,42338.0,0.0812508857291322,LINCOLN SQUARE,71.35232822594875
2021,Census Tract 2522.02,4795.0,17031252202,252202,25,1.0,97313.0,0.049273992169597,AUSTIN,199.25420338818205
2021,Census Tract 2521.02,6752.0,17031252102,252102,25,1.0,97313.0,0.0693843576911615,AUSTIN,199.25420338818205
2021,Census Tract 8363,1709.0,17031836300,836300,41,1.0,28801.0,0.0593382174230061,HYDE PARK,45.10538016450888
2021,Census Tract 8345,1434.0,17031834500,834500,40,1.0,11607.0,0.1235461359524424,WASHINGTON PARK,42.37388147613499
2021,Census Tract 8360,2784.0,17031836000,836000,38,1.0,24401.0,0.1140936846850538,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 8362,1569.0,17031836200,836200,41,1.0,28801.0,0.0544772750946147,HYDE PARK,45.10538016450888
2021,Census Tract 8344,4045.0,17031834400,834400,42,1.0,23966.0,0.168780772761412,WOODLAWN,57.81517950095547
2021,Census Tract 8343,6442.0,17031834300,834300,45,1.0,9782.0,0.6585565324064608,AVALON PARK,34.852737729948345
2021,Census Tract 7103,1541.0,17031710300,710300,71,1.0,48039.0,0.0320781032078103,AUBURN GRESHAM,105.06535358129682
2021,Census Tract 1609,2512.0,17031160900,160900,16,1.0,54280.0,0.0462785556374355,IRVING PARK,89.61138229311392
2021,Census Tract 1610,2098.0,17031161000,161000,16,1.0,54280.0,0.0386514369933677,IRVING PARK,89.61138229311392
2021,Census Tract 1611,2171.0,17031161100,161100,16,1.0,54280.0,0.0399963154016212,IRVING PARK,89.61138229311392
2021,Census Tract 1612,2945.0,17031161200,161200,16,1.0,54280.0,0.0542557111274871,IRVING PARK,89.61138229311392
2021,Census Tract 1613,3662.0,17031161300,161300,16,1.0,54280.0,0.0674649963154016,IRVING PARK,89.61138229311392
2021,Census Tract 1701,2125.0,17031170100,170100,17,1.0,44277.0,0.04799331481356,DUNNING,103.5950011545707
2021,Census Tract 2216,3468.0,17031221600,221600,22,1.0,71408.0,0.0485659870042572,LOGAN SQUARE,100.05756668057336
2021,Census Tract 2421,3934.0,17031242100,242100,24,1.0,86881.0,0.0452803259630989,WEST TOWN,127.56290457232984
2021,Census Tract 2420,4472.0,17031242000,242000,24,1.0,86881.0,0.0514727040434617,WEST TOWN,127.56290457232984
2021,Census Tract 2512,4107.0,17031251200,251200,25,1.0,97313.0,0.0422040220731043,AUSTIN,199.25420338818205
2021,Census Tract 2513,4231.0,17031251300,251300,25,1.0,97313.0,0.0434782608695652,AUSTIN,199.25420338818205
2021,Census Tract 513,3249.0,17031051300,51300,5,1.0,37094.0,0.0875882892111931,NORTH CENTER,57.05416783863191
2021,Census Tract 6007,2703.0,17031600700,600700,60,1.0,34427.0,0.0785139570685798,BRIDGEPORT,58.29151926539481
2021,Census Tract 6009,3898.0,17031600900,600900,60,1.0,34427.0,0.1132250849623841,BRIDGEPORT,58.29151926539481
2021,Census Tract 6720,3523.0,17031672000,672000,67,1.0,26282.0,0.1340461152119321,WEST ENGLEWOOD,87.94769193108257
2021,Census Tract 7109,2230.0,17031710900,710900,71,1.0,48039.0,0.0464206165823601,AUBURN GRESHAM,105.06535358129682
2021,Census Tract 7110,3946.0,17031711000,711000,71,1.0,48039.0,0.0821415932887861,AUBURN GRESHAM,105.06535358129682
2021,Census Tract 7111,2647.0,17031711100,711100,71,1.0,48039.0,0.0551010637190615,AUBURN GRESHAM,105.06535358129682
2021,Census Tract 7112,5035.0,17031711200,711200,71,1.0,48039.0,0.1048106746601719,AUBURN GRESHAM,105.06535358129682
2021,Census Tract 7115,2685.0,17031711500,711500,71,1.0,48039.0,0.055892087678761,AUBURN GRESHAM,105.06535358129682
2021,Census Tract 7113,1616.0,17031711300,711300,71,1.0,48039.0,0.033639334707217,AUBURN GRESHAM,105.06535358129682
2021,Census Tract 7114,2701.0,17031711400,711400,71,1.0,48039.0,0.0562251503986344,AUBURN GRESHAM,105.06535358129682
2021,Census Tract 2705,1302.0,17031270500,270500,27,1.0,19908.0,0.0654008438818565,EAST GARFIELD PARK,53.88322083574582
2021,Census Tract 2712,1283.0,17031271200,271200,27,1.0,19908.0,0.06444645368696,EAST GARFIELD PARK,53.88322083574582
2021,Census Tract 2713,1033.0,17031271300,271300,27,1.0,19908.0,0.0518886879646373,EAST GARFIELD PARK,53.88322083574582
2021,Census Tract 2714,1350.0,17031271400,271400,27,1.0,19908.0,0.0678119349005424,EAST GARFIELD PARK,53.88322083574582
2021,Census Tract 3501,2459.0,17031350100,350100,35,1.0,21278.0,0.1155653726854027,DOUGLAS,46.004621149279
2021,Census Tract 3504,1859.0,17031350400,350400,35,1.0,21278.0,0.0873672337625716,DOUGLAS,46.004621149279
2021,Census Tract 3510,3357.0,17031351000,351000,35,1.0,21278.0,0.1577685872732399,DOUGLAS,46.004621149279
2021,Census Tract 3514,1535.0,17031351400,351400,35,1.0,21278.0,0.0721402387442428,DOUGLAS,46.004621149279
2021,Census Tract 3602,1792.0,17031360200,360200,36,1.0,7413.0,0.2417374881964117,OAKLAND,16.913961037490527
2021,Census Tract 4304,3184.0,17031430400,430400,43,1.0,54209.0,0.0587356343042668,SOUTH SHORE,81.81271638009841
2021,Census Tract 4306,2168.0,17031430600,430600,43,1.0,54209.0,0.0399933590363223,SOUTH SHORE,81.81271638009841
2021,Census Tract 4308,2013.0,17031430800,430800,43,1.0,54209.0,0.0371340552306812,SOUTH SHORE,81.81271638009841
2021,Census Tract 4305,3781.0,17031430500,430500,43,1.0,54209.0,0.0697485657363168,SOUTH SHORE,81.81271638009841
2021,Census Tract 4309,1653.0,17031430900,430900,43,1.0,54209.0,0.0304930915530631,SOUTH SHORE,81.81271638009841
2021,Census Tract 6103,5626.0,17031610300,610300,61,1.0,39573.0,0.1421676395522199,NEW CITY,134.6369632279751
2021,Census Tract 6810,2107.0,17031681000,681000,68,1.0,21054.0,0.100075995060321,ENGLEWOOD,85.65232306609218
2021,Census Tract 6811,1907.0,17031681100,681100,68,1.0,21054.0,0.0905766125201861,ENGLEWOOD,85.65232306609218
2021,Census Tract 6805,1144.0,17031680500,680500,68,1.0,21054.0,0.0543364681295715,ENGLEWOOD,85.65232306609218
2021,Census Tract 6809,3881.0,17031680900,680900,68,1.0,21054.0,0.1843355181913175,ENGLEWOOD,85.65232306609218
2021,Census Tract 7201,3332.0,17031720100,720100,72,1.0,19919.0,0.1672774737687634,BEVERLY,88.7793639211539
2021,Census Tract 7202,4191.0,17031720200,720200,72,1.0,19919.0,0.2104021286209147,BEVERLY,88.7793639211539
2021,Census Tract 7203,3786.0,17031720300,720300,72,1.0,19919.0,0.1900697826196094,BEVERLY,88.7793639211539
2021,Census Tract 7204,1904.0,17031720400,720400,72,1.0,19919.0,0.0955871278678648,BEVERLY,88.7793639211539
2021,Census Tract 7205,1936.0,17031720500,720500,72,1.0,19919.0,0.0971936342185852,BEVERLY,88.7793639211539
2021,Census Tract 7206,1777.0,17031720600,720600,72,1.0,19919.0,0.0892113057884431,BEVERLY,88.7793639211539
2021,Census Tract 7207,2993.0,17031720700,720700,72,1.0,19919.0,0.150258547115819,BEVERLY,88.7793639211539
2021,Census Tract 406,2817.0,17031040600,40600,4,1.0,42338.0,0.0665359724124899,LINCOLN SQUARE,71.35232822594875
2021,Census Tract 407,3667.0,17031040700,40700,4,1.0,42338.0,0.0866124994095139,LINCOLN SQUARE,71.35232822594875
2021,Census Tract 408,1689.0,17031040800,40800,4,1.0,42338.0,0.0398932401152628,LINCOLN SQUARE,71.35232822594875
2021,Census Tract 3801,1984.0,17031380100,380100,38,1.0,24401.0,0.0813081431088889,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 3802,1652.0,17031380200,380200,38,1.0,24401.0,0.0677021433547805,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 4312,2805.0,17031431200,431200,43,1.0,54209.0,0.051744175321441,SOUTH SHORE,81.81271638009841
2021,Census Tract 4314,7635.0,17031431400,431400,43,1.0,54209.0,0.140843771329484,SOUTH SHORE,81.81271638009841
2021,Census Tract 501,2769.0,17031050100,50100,5,1.0,37094.0,0.0746481910821157,NORTH CENTER,57.05416783863191
2021,Census Tract 6108,1551.0,17031610800,610800,61,1.0,39573.0,0.0391933894321886,NEW CITY,134.6369632279751
2021,Census Tract 6113,3117.0,17031611300,611300,61,1.0,39573.0,0.0787658251838374,NEW CITY,134.6369632279751
2021,Census Tract 6114,3309.0,17031611400,611400,61,1.0,39573.0,0.0836176180729285,NEW CITY,134.6369632279751
2021,Census Tract 6115,3350.0,17031611500,611500,61,1.0,39573.0,0.0846536780127864,NEW CITY,134.6369632279751
2021,Census Tract 6119,1369.0,17031611900,611900,61,1.0,39573.0,0.0345942940894043,NEW CITY,134.6369632279751
2021,Census Tract 6812,2124.0,17031681200,681200,68,1.0,21054.0,0.1008834425762325,ENGLEWOOD,85.65232306609218
2021,Census Tract 6912,2150.0,17031691200,691200,69,1.0,29309.0,0.0733563069364359,GREATER GRAND CROSSING,98.85316769023828
2021,Census Tract 6911,2911.0,17031691100,691100,69,1.0,29309.0,0.0993210276706813,GREATER GRAND CROSSING,98.85316769023828
2021,Census Tract 7301,2748.0,17031730100,730100,73,1.0,26676.0,0.1030139451192082,WASHINGTON HEIGHTS,79.63575286171745
2021,Census Tract 7303,1011.0,17031730300,730300,73,1.0,26676.0,0.0378992352676563,WASHINGTON HEIGHTS,79.63575286171745
2021,Census Tract 7304,4283.0,17031730400,730400,73,1.0,26676.0,0.1605563052931474,WASHINGTON HEIGHTS,79.63575286171745
2021,Census Tract 7305,4297.0,17031730500,730500,73,1.0,26676.0,0.1610811216074374,WASHINGTON HEIGHTS,79.63575286171745
2021,Census Tract 7306,3905.0,17031730600,730600,73,1.0,26676.0,0.1463862648073174,WASHINGTON HEIGHTS,79.63575286171745
2021,Census Tract 3812,1664.0,17031381200,381200,38,1.0,24401.0,0.068193926478423,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 3814,1672.0,17031381400,381400,38,1.0,24401.0,0.0685217818941846,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 3817,0.0,17031381700,381700,38,1.0,24401.0,0.0,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 4403,4954.0,17031440300,440300,44,1.0,32486.0,0.1524964600135443,CHATHAM,82.32067029535114
2021,Census Tract 6120,1208.0,17031612000,612000,61,1.0,39573.0,0.0305258635938645,NEW CITY,134.6369632279751
2021,Census Tract 6121,1024.0,17031612100,612100,61,1.0,39573.0,0.0258762287418189,NEW CITY,134.6369632279751
2021,Census Tract 6201,4400.0,17031620100,620100,62,1.0,18022.0,0.2441460437243369,WEST ELSDON,32.71109141959873
2021,Census Tract 6202,2012.0,17031620200,620200,62,1.0,18022.0,0.111641327266674,WEST ELSDON,32.71109141959873
2021,Census Tract 6203,6918.0,17031620300,620300,62,1.0,18022.0,0.3838641660193097,WEST ELSDON,32.71109141959873
2021,Census Tract 6204,4692.0,17031620400,620400,62,1.0,18022.0,0.2603484629896793,WEST ELSDON,32.71109141959873
2021,Census Tract 7307,2293.0,17031730700,730700,73,1.0,26676.0,0.0859574149047833,WASHINGTON HEIGHTS,79.63575286171745
2021,Census Tract 7401,3115.0,17031740100,740100,74,1.0,19477.0,0.1599322277558145,MOUNT GREENWOOD,75.58429000631087
2021,Census Tract 7402,6607.0,17031740200,740200,74,1.0,19477.0,0.3392206191918673,MOUNT GREENWOOD,75.58429000631087
2021,Census Tract 7403,5017.0,17031740300,740300,74,1.0,19477.0,0.2575858705139395,MOUNT GREENWOOD,75.58429000631087
2021,Census Tract 7404,4738.0,17031740400,740400,74,1.0,19477.0,0.2432612825383786,MOUNT GREENWOOD,75.58429000631087
2021,Census Tract 3818,1251.0,17031381800,381800,38,1.0,24401.0,0.0512683906397278,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 3819,1275.0,17031381900,381900,38,1.0,24401.0,0.0522519568870128,GRAND BOULEVARD,48.49250314605212
2021,Census Tract 3901,1714.0,17031390100,390100,39,1.0,18492.0,0.0926887302617348,KENWOOD,29.071741922715727
2021,Census Tract 3902,2227.0,17031390200,390200,39,1.0,18492.0,0.1204304564135842,KENWOOD,29.071741922715727
2021,Census Tract 3903,2890.0,17031390300,390300,39,1.0,18492.0,0.1562837983993078,KENWOOD,29.071741922715727
2021,Census Tract 3904,2357.0,17031390400,390400,39,1.0,18492.0,0.1274605234696084,KENWOOD,29.071741922715727
2021,Census Tract 3905,1741.0,17031390500,390500,39,1.0,18492.0,0.0941488211118321,KENWOOD,29.071741922715727
2021,Census Tract 3906,1706.0,17031390600,390600,39,1.0,18492.0,0.0922561107505948,KENWOOD,29.071741922715727
2021,Census Tract 3907,5857.0,17031390700,390700,39,1.0,18492.0,0.3167315595933376,KENWOOD,29.071741922715727
2021,Census Tract 4406,1899.0,17031440600,440600,44,1.0,32486.0,0.0584559502554946,CHATHAM,82.32067029535114
2021,Census Tract 4409,2514.0,17031440900,440900,44,1.0,32486.0,0.0773871821707812,CHATHAM,82.32067029535114
2021,Census Tract 4407,1455.0,17031440700,440700,44,1.0,32486.0,0.0447885242873853,CHATHAM,82.32067029535114
2021,Census Tract 4408,1823.0,17031440800,440800,44,1.0,32486.0,0.0561164809456381,CHATHAM,82.32067029535114
2021,Census Tract 6303,5193.0,17031630300,630300,63,1.0,35621.0,0.1457847898711434,GAGE PARK,61.28489610145672
2021,Census Tract 6305,5763.0,17031630500,630500,63,1.0,35621.0,0.1617865865641054,GAGE PARK,61.28489610145672
2021,Census Tract 6308,6358.0,17031630800,630800,63,1.0,35621.0,0.1784902164453552,GAGE PARK,61.28489610145672
2021,Census Tract 6309,4520.0,17031630900,630900,63,1.0,35621.0,0.1268914404424356,GAGE PARK,61.28489610145672
2021,Census Tract 6401,1349.0,17031640100,640100,64,1.0,25507.0,0.0528874426627984,CLEARING,71.14519236904174
2021,Census Tract 6403,7550.0,17031640300,640300,64,1.0,25507.0,0.295997177245462,CLEARING,71.14519236904174
2021,Census Tract 7501,4061.0,17031750100,750100,75,1.0,21627.0,0.1877745410829056,MORGAN PARK,91.877340681314
2021,Census Tract 7502,2856.0,17031750200,750200,75,1.0,21627.0,0.1320571507837425,MORGAN PARK,91.877340681314
2021,Census Tract 7503,2604.0,17031750300,750300,75,1.0,21627.0,0.1204050492440005,MORGAN PARK,91.877340681314
2021,Census Tract 7504,2907.0,17031750400,750400,75,1.0,21627.0,0.1344153141905951,MORGAN PARK,91.877340681314
2021,Census Tract 7505,5278.0,17031750500,750500,75,1.0,21627.0,0.2440467933601516,MORGAN PARK,91.877340681314
2021,Census Tract 2827,2275.0,17031282700,282700,28,1.0,65019.0,0.0349897722204278,NEAR WEST SIDE,158.49246652347665
2021,Census Tract 2828,1610.0,17031282800,282800,28,1.0,65019.0,0.0247619926483028,NEAR WEST SIDE,158.49246652347665
2021,Census Tract 4003,1211.0,17031400300,400300,40,1.0,11607.0,0.1043335917980529,WASHINGTON PARK,42.37388147613499
2021,Census Tract 4005,2348.0,17031400500,400500,40,1.0,11607.0,0.2022917205134832,WASHINGTON PARK,42.37388147613499
2021,Census Tract 4008,2462.0,17031400800,400800,40,1.0,11607.0,0.2121133798569828,WASHINGTON PARK,42.37388147613499
2021,Census Tract 4101,2202.0,17031410100,410100,41,1.0,28801.0,0.07645567862227,HYDE PARK,45.10538016450888
2021,Census Tract 4105,2891.0,17031410500,410500,41,1.0,28801.0,0.1003784590812819,HYDE PARK,45.10538016450888
2021,Census Tract 4106,2245.0,17031410600,410600,41,1.0,28801.0,0.0779486823374188,HYDE PARK,45.10538016450888
2021,Census Tract 4601,2656.0,17031460100,460100,46,1.0,30399.0,0.0873712951083917,SOUTH CHICAGO,93.2721849914544
2021,Census Tract 4503,3340.0,17031450300,450300,45,1.0,9782.0,0.3414434675935391,AVALON PARK,34.852737729948345
2021,Census Tract 4602,2221.0,17031460200,460200,46,1.0,30399.0,0.0730616138688772,SOUTH CHICAGO,93.2721849914544
2021,Census Tract 6404,3467.0,17031640400,640400,64,1.0,25507.0,0.1359234719880817,CLEARING,71.14519236904174
2021,Census Tract 6405,4025.0,17031640500,640500,64,1.0,25507.0,0.1577998196573489,CLEARING,71.14519236904174
