year,malepop,male15_19pop,male15_24pop,male15_29pop,geoid,namelsad,tractpop,tractce,community_area,weight,comm_pop,pop_share,community,commarea_km2
2020,2001,168,299,481,17031710200,Census Tract 7102,4324,710200,71,1.0,46698,0.092594972,AUBURN GRESHAM,105.0653536
2020,2854,128,446,726,17031710400,Census Tract 7104,5743,710400,71,1.0,46698,0.122981712,AUBURN GRESHAM,105.0653536
2020,1891,123,355,425,17031710500,Census Tract 7105,4329,710500,71,1.0,46698,0.092702043,AUBURN GRESHAM,105.0653536
2020,885,45,95,115,17031710600,Census Tract 7106,1805,710600,71,1.0,46698,0.038652619,AUBURN GRESHAM,105.0653536
2020,2313,149,255,381,17031710800,Census Tract 7108,4788,710800,71,1.0,46698,0.102531158,AUBURN GRESHAM,105.0653536
2020,832,7,69,118,17031340300,Census Tract 3403,1915,340300,34,1.0,13401,0.142899784,ARMOUR SQUARE,27.76619609
2020,730,7,56,103,17031340500,Census Tract 3405,1535,340500,34,1.0,13401,0.114543691,ARMOUR SQUARE,27.76619609
2020,341,31,150,150,17031340600,Census Tract 3406,1036,340600,34,1.0,13401,0.077307664,ARMOUR SQUARE,27.76619609
2020,2270,31,129,330,17031430200,Census Tract 4302,5220,430200,43,1.0,51992,0.100400062,SOUTH SHORE,81.81271638
2020,975,59,143,273,17031430300,Census Tract 4303,2371,430300,43,1.0,51992,0.04560317,SOUTH SHORE,81.81271638
2020,1843,34,62,260,17031030604,Census Tract 306.04,3267,30604,77,1.0,58693,0.055662515,EDGEWATER,48.44999083
2020,2294,115,304,703,17031031502,Census Tract 315.02,4693,31502,3,1.0,59453,0.078936303,UPTOWN,65.09564272
2020,2527,31,278,647,17031081402,Census Tract 814.02,5429,81402,8,1.0,95405,0.056904774,NEAR NORTH SIDE,76.67589596
2020,1516,19,58,260,17031080201,Census Tract 802.01,3038,80201,8,1.0,95405,0.031843195,NEAR NORTH SIDE,76.67589596
2020,1238,11,79,149,17031760802,Census Tract 7608.02,2343,760802,76,1.0,13285,0.176364321,OHARE,371.8356076
2020,1506,80,183,340,17031140601,Census Tract 1406.01,2803,140601,14,1.0,49280,0.056879058,ALBANY PARK,53.54223081
2020,1662,42,237,713,17031070102,Census Tract 701.02,3394,70102,7,1.0,69568,0.048786799,LINCOLN PARK,88.31640046
2020,2211,202,452,717,17031210502,Census Tract 2105.02,4536,210502,21,1.0,37360,0.121413276,AVONDALE,55.29059546
2020,1304,141,299,425,17031540102,Census Tract 5401.02,3195,540102,54,1.0,7414,0.430941462,RIVERDALE,98.3894974
2020,1754,204,204,313,17031700402,Census Tract 7004.02,3801,700402,70,1.0,42902,0.088597268,ASHBURN,135.4603372
2020,2164,58,108,336,17031030800,Census Tract 308,4389,30800,77,1.0,58693,0.074778934,EDGEWATER,48.44999083
2020,2658,13,133,377,17031031100,Census Tract 311,4596,31100,3,1.0,59453,0.077304762,UPTOWN,65.09564272
2020,3923,91,389,681,17031031300,Census Tract 313,7796,31300,3,1.0,59453,0.131128791,UPTOWN,65.09564272
2020,1409,58,169,488,17031031900,Census Tract 319,2553,31900,3,1.0,59453,0.042941483,UPTOWN,65.09564272
2020,1658,57,228,335,17031160501,Census Tract 1605.01,3631,160501,16,1.0,53604,0.067737482,IRVING PARK,89.61138229
2020,1814,52,120,255,17031040100,Census Tract 401,3934,40100,4,1.0,41350,0.095139057,LINCOLN SQUARE,71.35232823
2020,1408,76,117,154,17031040300,Census Tract 403,2844,40300,4,1.0,41350,0.068778718,LINCOLN SQUARE,71.35232823
2020,908,51,118,192,17031611600,Census Tract 6116,1535,611600,61,1.0,39055,0.039303546,NEW CITY,134.6369632
2020,907,90,167,236,17031340400,Census Tract 3404,1750,340400,34,1.0,13401,0.13058727,ARMOUR SQUARE,27.76619609
2020,1315,27,44,132,17031430700,Census Tract 4307,2686,430700,43,1.0,51992,0.051661794,SOUTH SHORE,81.81271638
2020,1515,37,181,252,17031191000,Census Tract 1910,2735,191000,19,1.0,78788,0.034713408,BELMONT CRAGIN,109.0994147
2020,801,41,64,74,17031560400,Census Tract 5604,1640,560400,56,1.0,36049,0.045493634,GARFIELD RIDGE,117.8907784
2020,1606,121,149,239,17031710700,Census Tract 7107,3425,710700,71,1.0,46698,0.073343612,AUBURN GRESHAM,105.0653536
2020,3254,350,705,824,17031550100,Census Tract 5501,6584,550100,55,1.0,9175,0.71760218,HEGEWISCH,145.9657414
2020,733,36,103,232,17031283200,Census Tract 2832,1676,283200,28,1.0,62816,0.0266811,NEAR WEST SIDE,158.4924665
2020,2645,120,214,357,17031100500,Census Tract 1005,5620,100500,10,1.0,38088,0.147553035,NORWOOD PARK,121.9591054
2021,1624,174,190,206,17031510300,Census Tract 5103,4345,510300,51,1.0,15198,0.285892881,SOUTH DEERING,303.7970596
2021,1247,199,241,348,17031520100,Census Tract 5201,2269,520100,52,1.0,24429,0.092881411,EAST SIDE,83.24172803
2021,1592,189,338,476,17031590700,Census Tract 5907,3016,590700,59,1.0,15558,0.193855251,MCKINLEY PARK,39.43179964
2021,2150,150,327,677,17031600400,Census Tract 6004,4117,600400,60,1.0,34427,0.119586371,BRIDGEPORT,58.29151927
2021,2521,88,218,441,17031830600,Census Tract 8306,4959,830600,1,1.0,55789,0.088888491,ROGERS PARK,51.25990244
2021,1244,27,101,315,17031830800,Census Tract 8308,2612,830800,4,1.0,42338,0.061693986,LINCOLN SQUARE,71.35232823
2021,2412,128,245,544,17031830700,Census Tract 8307,4081,830700,3,1.0,59119,0.069030261,UPTOWN,65.09564272
2021,1460,19,88,349,17031830900,Census Tract 8309,2953,830900,22,1.0,71408,0.04135391,LOGAN SQUARE,100.0575667
2021,1239,62,102,179,17031835200,Census Tract 8352,2157,835200,56,1.0,36704,0.058767437,GARFIELD RIDGE,117.8907784
2021,2297,34,94,390,17031839900,Census Tract 8399,4759,839900,60,1.0,34427,0.138234525,BRIDGEPORT,58.29151927
2021,2699,155,323,495,17031839700,Census Tract 8397,5024,839700,60,1.0,34427,0.145931972,BRIDGEPORT,58.29151927
2021,1345,32,63,253,17031839800,Census Tract 8398,2703,839800,60,1.0,34427,0.078513957,BRIDGEPORT,58.29151927
2021,914,69,134,149,17031834800,Census Tract 8348,1737,834800,68,1.0,21054,0.082502137,ENGLEWOOD,85.65232307
2021,446,17,84,124,17031834700,Census Tract 8347,1094,834700,68,1.0,21054,0.051961622,ENGLEWOOD,85.65232307
2021,1112,7,168,356,17031832000,Census Tract 8320,1774,832000,6,1.0,102611,0.017288595,LAKE VIEW,87.21479926
2021,1743,223,312,506,17031832500,Census Tract 8325,3180,832500,7,1.0,69641,0.045662756,LINCOLN PARK,88.31640046
2021,917,16,69,272,17031832300,Census Tract 8323,1910,832300,22,1.0,71408,0.026747703,LOGAN SQUARE,100.0575667
2021,975,0,93,331,17031838300,Census Tract 8383,2080,838300,8,1.0,98505,0.021115679,NEAR NORTH SIDE,76.67589596
2021,3085,191,463,654,17031831800,Census Tract 8318,6981,831800,13,1.0,18847,0.370403778,NORTH PARK,70.28870642
2021,1060,78,159,206,17031831700,Census Tract 8317,2182,831700,15,1.0,65563,0.033280966,PORTAGE PARK,110.1960971
2021,2193,278,424,668,17031835100,Census Tract 8351,4934,835100,63,1.0,35621,0.138513798,GAGE PARK,61.2848961
2021,2667,293,571,672,17031835000,Census Tract 8350,5429,835000,66,1.0,51169,0.106099396,CHICAGO LAWN,98.2794651
2021,1105,18,30,90,17031843700,Census Tract 8437,2482,843700,5,1.0,37094,0.066911091,NORTH CENTER,57.05416784
2021,2107,208,309,610,17031220702,Census Tract 2207.02,4129,220702,22,1.0,71408,0.057822653,LOGAN SQUARE,100.0575667
2021,3192,282,553,789,17031842100,Census Tract 8421,6797,842100,23,1.0,55785,0.121842789,HUMBOLDT PARK,100.4808765
2021,748,77,131,182,17031843300,Census Tract 8433,1558,843300,29,1.0,32106,0.048526755,NORTH LAWNDALE,89.48742201
2021,3846,180,456,890,17031831100,Census Tract 8311,7706,831100,21,1.0,36820,0.20928843,AVONDALE,55.29059546
2021,1827,108,286,393,17031831500,Census Tract 8315,3885,831500,19,1.0,78610,0.049421193,BELMONT CRAGIN,109.0994147
2021,3483,193,470,674,17031831600,Census Tract 8316,7313,831600,18,1.0,13776,0.530850755,MONTCLARE,27.57639363
2021,2506,228,398,478,17031831200,Census Tract 8312,4855,831200,20,1.0,23201,0.209258222,HERMOSA,32.6020594
2021,558,0,5,91,17031831000,Census Tract 8310,1116,831000,22,0.5,71408,0.015628501,LOGAN SQUARE,100.0575667
2021,558,0,5,91,17031831000,Census Tract 8310,1116,831000,24,0.5,86881,0.012845156,WEST TOWN,127.5629046
2021,1041,85,125,274,17031843000,Census Tract 8430,2509,843000,29,1.0,32106,0.078147387,NORTH LAWNDALE,89.48742201
2021,747,97,191,258,17031843100,Census Tract 8431,1545,843100,29,1.0,32106,0.048121846,NORTH LAWNDALE,89.48742201
2021,1337,0,104,221,17031842900,Census Tract 8429,2949,842900,28,1.0,65019,0.045355973,NEAR WEST SIDE,158.4924665
2021,9579,383,2456,4469,17031843500,Census Tract 8435,10528,843500,30,1.0,70281,0.149798665,SOUTH LAWNDALE,127.9982978
2021,1747,489,943,1078,17031842000,Census Tract 8420,3058,842000,35,1.0,21278,0.143716515,DOUGLAS,46.00462115
2021,1550,63,100,376,17031832400,Census Tract 8324,3280,832400,22,1.0,71408,0.045933229,LOGAN SQUARE,100.0575667
2021,1000,122,560,644,17031832900,Census Tract 8329,1914,832900,28,1.0,65019,0.029437549,NEAR WEST SIDE,158.4924665
2021,1679,165,481,573,17031840300,Census Tract 8403,3668,840300,59,1.0,15558,0.235762952,MCKINLEY PARK,39.43179964
2021,740,65,240,274,17031838600,Census Tract 8386,1658,838600,29,1.0,32106,0.051641438,NORTH LAWNDALE,89.48742201
2021,834,41,177,209,17031839600,Census Tract 8396,1845,839600,35,1.0,21278,0.086709277,DOUGLAS,46.00462115
2021,385,37,68,68,17031834900,Census Tract 8349,1012,834900,67,1.0,26282,0.038505441,WEST ENGLEWOOD,87.94769193
2021,1114,20,113,277,17031030603,Census Tract 306.03,2361,30603,77,1.0,58084,0.040648027,EDGEWATER,48.44999083
2021,1429,21,86,221,17031832200,Census Tract 8322,2838,832200,22,1.0,71408,0.039743446,LOGAN SQUARE,100.0575667
2021,1002,55,68,146,17031836700,Census Tract 8367,2259,836700,23,1.0,55785,0.040494757,HUMBOLDT PARK,100.4808765
2021,1107,117,339,463,17031836800,Census Tract 8368,2634,836800,27,1.0,19908,0.13230862,EAST GARFIELD PARK,53.88322084
2021,1147,80,87,212,17031836600,Census Tract 8366,2329,836600,23,1.0,55785,0.041749574,HUMBOLDT PARK,100.4808765
2021,2755,18,50,440,17031833000,Census Tract 8330,5101,833000,28,1.0,65019,0.07845399,NEAR WEST SIDE,158.4924665
2021,868,115,171,171,17031842500,Census Tract 8425,2329,842500,69,1.0,29309,0.079463646,GREATER GRAND CROSSING,98.85316769
2021,1208,115,194,281,17031841800,Census Tract 8418,2486,841800,69,1.0,29309,0.084820362,GREATER GRAND CROSSING,98.85316769
2021,0,0,0,0,17031980100,Census Tract 9801,0,980100,56,0.5,36704,0.0,GARFIELD RIDGE,117.8907784
2021,0,0,0,0,17031980100,Census Tract 9801,0,980100,64,0.5,25507,0.0,CLEARING,71.14519237
2021,3308,167,293,707,17031842800,Census Tract 8428,6620,842800,58,1.0,43197,0.153251383,BRIGHTON PARK,75.8927903
2021,769,105,112,152,17031843800,Census Tract 8438,1425,843800,61,1.0,39573,0.0360094,NEW CITY,134.6369632
2021,516,6,34,78,17031841000,Census Tract 8410,1089,841000,33,1.0,26816,0.040610084,NEAR SOUTH SIDE,49.76963944
2021,883,161,197,213,17031836500,Census Tract 8365,1730,836500,36,1.0,7413,0.233373803,OAKLAND,16.91396104
2021,637,17,36,125,17031843900,Census Tract 8439,1644,843900,42,0.5,23966,0.068597179,WOODLAWN,57.8151795
2021,637,17,36,125,17031843900,Census Tract 8439,1644,843900,43,0.5,54209,0.030327067,SOUTH SHORE,81.81271638
2021,2261,235,289,500,17031834200,Census Tract 8342,4988,834200,43,1.0,54209,0.092014241,SOUTH SHORE,81.81271638
2021,1734,138,179,568,17031842200,Census Tract 8422,3670,842200,8,1.0,98505,0.037256992,NEAR NORTH SIDE,76.67589596
2021,1267,59,93,229,17031838000,Census Tract 8380,2612,838000,28,1.0,65019,0.040172873,NEAR WEST SIDE,158.4924665
2021,2455,112,371,557,17031010702,Census Tract 107.02,5014,10702,1,1.0,55789,0.089874348,ROGERS PARK,51.25990244
2021,947,7,275,304,17031010503,Census Tract 105.03,2182,10503,1,1.0,55789,0.039111653,ROGERS PARK,51.25990244
2021,1464,15,275,404,17031010502,Census Tract 105.02,2816,10502,1,1.0,55789,0.0504759,ROGERS PARK,51.25990244
2021,1716,195,214,522,17031010701,Census Tract 107.01,3646,10701,1,1.0,55789,0.065353385,ROGERS PARK,51.25990244
2021,2054,193,272,465,17031020902,Census Tract 209.02,4517,20902,2,1.0,79897,0.056535289,WEST RIDGE,98.42909484
2021,2616,174,280,441,17031020302,Census Tract 203.02,5348,20302,2,1.0,79897,0.06693618,WEST RIDGE,98.42909484
2021,2847,313,475,607,17031020601,Census Tract 206.01,5937,20601,2,1.0,79897,0.074308172,WEST RIDGE,98.42909484
2021,2756,165,229,411,17031020301,Census Tract 203.01,5303,20301,2,1.0,79897,0.066372955,WEST RIDGE,98.42909484
2021,3311,81,96,405,17031760803,Census Tract 7608.03,6253,760803,76,1.0,13418,0.4660158,OHARE,371.8356076
2021,2284,110,359,698,17031530501,Census Tract 5305.01,5007,530501,53,1.0,26951,0.185781604,WEST PULLMAN,99.36519806
2021,2353,367,492,677,17031530503,Census Tract 5305.03,5574,530503,53,1.0,26951,0.206819784,WEST PULLMAN,99.36519806
2021,2583,296,526,702,17031650301,Census Tract 6503.01,4772,650301,65,1.0,32398,0.147293043,WEST LAWN,82.31530167
2021,2598,198,470,632,17031650302,Census Tract 6503.02,4782,650302,65,1.0,32398,0.147601704,WEST LAWN,82.31530167
2021,712,66,113,256,17031530502,Census Tract 5305.02,1494,530502,53,1.0,26951,0.055433936,WEST PULLMAN,99.36519806
2021,501,10,36,36,17031831300,Census Tract 8313,1080,831300,25,1.0,97313,0.011098209,AUSTIN,199.2542034
2021,1612,92,165,301,17031831400,Census Tract 8314,2805,831400,25,1.0,97313,0.028824515,AUSTIN,199.2542034
2021,875,16,71,144,17031837000,Census Tract 8370,1865,837000,27,1.0,19908,0.093680932,EAST GARFIELD PARK,53.88322084
2021,1163,0,67,157,17031842400,Census Tract 8424,3008,842400,44,1.0,32486,0.092593733,CHATHAM,82.3206703
2021,1872,0,315,693,17031832100,Census Tract 8321,3581,832100,6,1.0,102611,0.034898793,LAKE VIEW,87.21479926
2021,4131,237,629,903,17031020802,Census Tract 208.02,8514,20802,2,1.0,79897,0.106562199,WEST RIDGE,98.42909484
2021,4199,313,389,795,17031020702,Census Tract 207.02,8659,20702,2,1.0,79897,0.108377035,WEST RIDGE,98.42909484
2021,3063,267,382,561,17031020801,Census Tract 208.01,6025,20801,2,1.0,79897,0.07540959,WEST RIDGE,98.42909484
2021,3482,287,460,543,17031040202,Census Tract 402.02,7726,40202,4,1.0,42338,0.182483821,LINCOLN SQUARE,71.35232823
2021,3503,178,257,734,17031040201,Census Tract 402.01,6980,40201,4,1.0,42338,0.164863716,LINCOLN SQUARE,71.35232823
2021,2330,0,146,471,17031040402,Census Tract 404.02,4621,40402,4,1.0,42338,0.109145449,LINCOLN SQUARE,71.35232823
2021,2141,96,311,657,17031031501,Census Tract 315.01,4684,31501,3,1.0,59119,0.079230028,UPTOWN,65.09564272
2021,2336,113,276,717,17031081201,Census Tract 812.01,4684,81201,8,1.0,98505,0.047550886,NEAR NORTH SIDE,76.67589596
2021,1530,10,243,525,17031063301,Census Tract 633.01,3008,63301,6,1.0,102611,0.029314596,LAKE VIEW,87.21479926
2021,1515,87,198,348,17031490901,Census Tract 4909.01,3093,490901,49,1.0,39128,0.079048252,ROSELAND,134.3137067
2021,2100,62,272,473,17031490902,Census Tract 4909.02,4573,490902,49,1.0,39128,0.116872828,ROSELAND,134.3137067
2021,2079,144,555,683,17031301801,Census Tract 3018.01,4120,301801,30,1.0,70281,0.058621818,SOUTH LAWNDALE,127.9982978
2021,3624,464,587,763,17031700301,Census Tract 7003.01,6693,700301,70,1.0,44215,0.151373968,ASHBURN,135.4603372
2021,2070,148,209,358,17031301702,Census Tract 3017.02,3617,301702,30,1.0,70281,0.051464834,SOUTH LAWNDALE,127.9982978
2021,3337,227,631,842,17031700401,Census Tract 7004.01,6744,700401,70,1.0,44215,0.152527423,ASHBURN,135.4603372
2021,600,4,20,48,17031837100,Census Tract 8371,1654,837100,27,1.0,19908,0.083082178,EAST GARFIELD PARK,53.88322084
2021,953,48,121,269,17031837400,Census Tract 8374,2204,837400,27,1.0,19908,0.110709263,EAST GARFIELD PARK,53.88322084
2021,1359,124,265,401,17031837800,Census Tract 8378,2529,837800,28,1.0,65019,0.038896323,NEAR WEST SIDE,158.4924665
2021,1436,36,116,263,17031837300,Census Tract 8373,2710,837300,27,1.0,19908,0.13612618,EAST GARFIELD PARK,53.88322084
2021,1018,112,218,272,17031841500,Census Tract 8415,2255,841500,29,1.0,32106,0.070236093,NORTH LAWNDALE,89.48742201
2021,1380,148,426,485,17031838700,Census Tract 8387,4056,838700,29,1.0,32106,0.126331527,NORTH LAWNDALE,89.48742201
2021,2076,143,328,410,17031150501,Census Tract 1505.01,3803,150501,15,1.0,65563,0.058005277,PORTAGE PARK,110.1960971
2021,2246,133,303,468,17031150401,Census Tract 1504.01,4925,150401,15,1.0,65563,0.075118588,PORTAGE PARK,110.1960971
2021,2014,132,234,389,17031150502,Census Tract 1505.02,4222,150502,15,1.0,65563,0.064396077,PORTAGE PARK,110.1960971
2021,1667,90,170,309,17031110502,Census Tract 1105.02,3363,110502,11,1.0,27172,0.123767113,JEFFERSON PARK,64.86816167
2021,1833,206,289,420,17031150402,Census Tract 1504.02,3795,150402,15,1.0,65563,0.057883257,PORTAGE PARK,110.1960971
2021,1707,108,131,280,17031140302,Census Tract 1403.02,3685,140302,14,1.0,48647,0.075749789,ALBANY PARK,53.54223081
2021,1651,138,208,346,17031140301,Census Tract 1403.01,2983,140301,14,1.0,48647,0.0613193,ALBANY PARK,53.54223081
2021,2882,172,409,506,17031700302,Census Tract 7003.02,6050,700302,70,1.0,44215,0.136831392,ASHBURN,135.4603372
2021,2474,95,313,506,17031580501,Census Tract 5805.01,4773,580501,58,1.0,43197,0.110493784,BRIGHTON PARK,75.8927903
2021,2464,114,299,602,17031580502,Census Tract 5805.02,4832,580502,58,1.0,43197,0.11185962,BRIGHTON PARK,75.8927903
2021,2109,136,214,378,17031730201,Census Tract 7302.01,5075,730201,73,1.0,26676,0.190245914,WASHINGTON HEIGHTS,79.63575286
2021,1433,119,192,262,17031301802,Census Tract 3018.02,2769,301802,30,1.0,70281,0.039398984,SOUTH LAWNDALE,127.9982978
2021,2262,72,307,506,17031440101,Census Tract 4401.01,4680,440101,44,1.0,32486,0.144062058,CHATHAM,82.3206703
2021,1874,73,200,361,17031301701,Census Tract 3017.01,3637,301701,30,1.0,70281,0.051749406,SOUTH LAWNDALE,127.9982978
2021,4357,125,518,1728,17031839100,Census Tract 8391,8363,839100,32,1.0,39834,0.209946277,LOOP,46.33556545
2021,4141,21,196,992,17031833100,Census Tract 8331,7994,833100,28,1.0,65019,0.122948677,NEAR WEST SIDE,158.4924665
2021,818,0,38,118,17031838100,Census Tract 8381,1571,838100,28,1.0,65019,0.024162168,NEAR WEST SIDE,158.4924665
2021,1390,158,522,639,17031833300,Census Tract 8333,2843,833300,28,1.0,65019,0.04372568,NEAR WEST SIDE,158.4924665
2021,1066,318,570,754,17031838200,Census Tract 8382,2000,838200,28,1.0,65019,0.030760239,NEAR WEST SIDE,158.4924665
2021,3007,323,548,860,17031140702,Census Tract 1407.02,5806,140702,14,1.0,48647,0.1193496,ALBANY PARK,53.54223081
2021,2421,136,368,637,17031140602,Census Tract 1406.02,4972,140602,14,1.0,48647,0.102205686,ALBANY PARK,53.54223081
2021,1680,57,157,413,17031140701,Census Tract 1407.01,3046,140701,14,1.0,48647,0.062614344,ALBANY PARK,53.54223081
2021,1674,47,147,240,17031160502,Census Tract 1605.02,3919,160502,16,1.0,54280,0.072199705,IRVING PARK,89.61138229
2021,1705,76,229,426,17031160602,Census Tract 1606.02,3743,160602,16,1.0,54280,0.068957259,IRVING PARK,89.61138229
2021,2883,47,214,452,17031151002,Census Tract 1510.02,5363,151002,15,1.0,65563,0.081799186,PORTAGE PARK,110.1960971
2021,1381,48,140,214,17031151001,Census Tract 1510.01,2870,151001,15,1.0,65563,0.04377469,PORTAGE PARK,110.1960971
2021,2313,260,407,559,17031190402,Census Tract 1904.02,5306,190402,19,1.0,78610,0.067497774,BELMONT CRAGIN,109.0994147
2021,1259,61,134,321,17031431301,Census Tract 4313.01,3558,431301,43,1.0,54209,0.065634858,SOUTH SHORE,81.81271638
2021,1431,19,23,70,17031431302,Census Tract 4313.02,3260,431302,43,1.0,54209,0.060137616,SOUTH SHORE,81.81271638
2021,1619,80,189,334,17031460302,Census Tract 4603.02,3796,460302,46,1.0,30399,0.124872529,SOUTH CHICAGO,93.27218499
2021,1513,82,257,325,17031460301,Census Tract 4603.01,3292,460301,46,1.0,30399,0.108293036,SOUTH CHICAGO,93.27218499
2021,2858,76,184,432,17031700501,Census Tract 7005.01,6666,700501,70,1.0,44215,0.150763316,ASHBURN,135.4603372
2021,1713,70,216,280,17031700502,Census Tract 7005.02,3707,700502,70,1.0,44215,0.083840326,ASHBURN,135.4603372
2021,1295,57,138,217,17031210601,Census Tract 2106.01,3026,210601,21,1.0,36820,0.082183596,AVONDALE,55.29059546
2021,3326,169,259,410,17031841100,Census Tract 8411,7065,841100,34,1.0,13284,0.531842818,ARMOUR SQUARE,27.76619609
2021,961,60,119,161,17031840200,Census Tract 8402,2315,840200,60,1.0,34427,0.067243733,BRIDGEPORT,58.29151927
2021,2379,83,224,502,17031841300,Census Tract 8413,4333,841300,31,1.0,33588,0.129004406,LOWER WEST SIDE,81.55072362
2021,2018,109,146,311,17031840700,Census Tract 8407,4116,840700,30,1.0,70281,0.058564904,SOUTH LAWNDALE,127.9982978
2021,531,9,26,90,17031841700,Census Tract 8417,1123,841700,30,1.0,70281,0.015978714,SOUTH LAWNDALE,127.9982978
2021,2931,143,374,632,17031190602,Census Tract 1906.02,5551,190602,19,1.0,78610,0.070614426,BELMONT CRAGIN,109.0994147
2021,2076,71,159,343,17031190401,Census Tract 1904.01,4227,190401,19,1.0,78610,0.053771785,BELMONT CRAGIN,109.0994147
2021,2372,101,349,502,17031190702,Census Tract 1907.02,5127,190702,19,1.0,78610,0.06522071,BELMONT CRAGIN,109.0994147
2021,2543,327,398,613,17031191302,Census Tract 1913.02,4849,191302,19,1.0,78610,0.061684264,BELMONT CRAGIN,109.0994147
2021,2342,72,335,399,17031190601,Census Tract 1906.01,4616,190601,19,1.0,78610,0.058720265,BELMONT CRAGIN,109.0994147
2021,2604,204,306,452,17031191301,Census Tract 1913.01,5405,191301,19,1.0,78610,0.068757156,BELMONT CRAGIN,109.0994147
2021,2556,275,563,656,17031200402,Census Tract 2004.02,5179,200402,20,1.0,23201,0.223223137,HERMOSA,32.6020594
2021,1720,44,207,293,17031200401,Census Tract 2004.01,3269,200401,20,1.0,23201,0.140899099,HERMOSA,32.6020594
2021,1572,125,215,395,17031220902,Census Tract 2209.02,3139,220902,22,1.0,71408,0.04395866,LOGAN SQUARE,100.0575667
2021,1289,73,168,300,17031210501,Census Tract 2105.01,2719,210501,21,1.0,36820,0.073845736,AVONDALE,55.29059546
2021,1527,44,116,220,17031160601,Census Tract 1606.01,3196,160601,16,1.0,54280,0.058879882,IRVING PARK,89.61138229
2021,1901,0,120,511,17031061901,Census Tract 619.01,3348,61901,6,1.0,102611,0.032628081,LAKE VIEW,87.21479926
2021,1648,234,331,424,17031840800,Census Tract 8408,3373,840800,30,1.0,70281,0.047993056,SOUTH LAWNDALE,127.9982978
2021,1669,25,142,365,17031030703,Census Tract 307.03,2995,30703,77,1.0,58084,0.051563253,EDGEWATER,48.44999083
2021,4502,0,523,1655,17031081403,Census Tract 814.03,8984,81403,8,1.0,98505,0.091203492,NEAR NORTH SIDE,76.67589596
2021,1152,19,23,70,17031030702,Census Tract 307.02,2323,30702,77,1.0,58084,0.039993802,EDGEWATER,48.44999083
2021,1567,0,55,278,17031440102,Census Tract 4401.02,3255,440102,44,1.0,32486,0.100197008,CHATHAM,82.3206703
2021,1057,14,90,139,17031440202,Census Tract 4402.02,2720,440202,44,1.0,32486,0.083728375,CHATHAM,82.3206703
2021,2026,238,315,381,17031830500,Census Tract 8305,3988,830500,30,1.0,70281,0.056743643,SOUTH LAWNDALE,127.9982978
2021,1262,72,145,314,17031840100,Census Tract 8401,3116,840100,60,1.0,34427,0.090510355,BRIDGEPORT,58.29151927
2021,1636,28,67,256,17031840400,Census Tract 8404,3427,840400,59,1.0,15558,0.220272529,MCKINLEY PARK,39.43179964
2021,1118,48,180,332,17031839200,Census Tract 8392,2473,839200,35,1.0,21278,0.116223329,DOUGLAS,46.00462115
2021,782,80,182,200,17031835500,Census Tract 8355,1375,835500,37,1.0,2213,0.621328513,FULLER PARK,19.91670487
2021,2054,142,333,649,17031070101,Census Tract 701.01,4054,70101,7,1.0,69641,0.058212834,LINCOLN PARK,88.31640046
2021,2611,177,229,370,17031110501,Census Tract 1105.01,5087,110501,11,1.0,27172,0.18721478,JEFFERSON PARK,64.86816167
2021,1290,340,599,705,17031030104,Census Tract 301.04,3245,30104,77,1.0,58084,0.055867365,EDGEWATER,48.44999083
2021,987,11,76,189,17031081401,Census Tract 814.01,2247,81401,8,1.0,98505,0.022811025,NEAR NORTH SIDE,76.67589596
2021,1956,88,248,420,17031430102,Census Tract 4301.02,3602,430102,43,1.0,54209,0.066446531,SOUTH SHORE,81.81271638
2021,1610,79,202,483,17031430101,Census Tract 4301.01,3090,430101,43,1.0,54209,0.057001605,SOUTH SHORE,81.81271638
2021,641,13,32,103,17031252101,Census Tract 2521.01,1322,252101,25,1.0,97313,0.01358503,AUSTIN,199.2542034
2021,2134,121,233,366,17031010501,Census Tract 105.01,4057,10501,1,1.0,55789,0.072720429,ROGERS PARK,51.25990244
2021,756,17,39,78,17031020701,Census Tract 207.01,1728,20701,2,1.0,79897,0.021627846,WEST RIDGE,98.42909484
2021,4130,197,366,616,17031010201,Census Tract 102.01,8232,10201,1,1.0,55789,0.14755597,ROGERS PARK,51.25990244
2021,2529,35,289,604,17031760801,Census Tract 7608.01,4814,760801,76,1.0,13418,0.358771799,OHARE,371.8356076
2021,5332,25,553,1924,17031839000,Census Tract 8390,10155,839000,32,1.0,39834,0.254932972,LOOP,46.33556545
2021,2347,299,318,606,17031440201,Census Tract 4402.01,6178,440201,44,1.0,32486,0.190174229,CHATHAM,82.3206703
2021,1486,120,316,510,17031540101,Census Tract 5401.01,4535,540101,54,1.0,7934,0.571590623,RIVERDALE,98.3894974
2021,1464,99,244,352,17031834000,Census Tract 8340,3146,834000,49,1.0,39128,0.080402781,ROSELAND,134.3137067
2021,1343,130,215,260,17031833900,Census Tract 8339,2817,833900,46,1.0,30399,0.092667522,SOUTH CHICAGO,93.27218499
2021,1196,28,186,415,17031221000,Census Tract 2210,2570,221000,22,1.0,71408,0.035990365,LOGAN SQUARE,100.0575667
2021,2098,47,156,375,17031221100,Census Tract 2211,4498,221100,22,1.0,71408,0.062990141,LOGAN SQUARE,100.0575667
2021,751,5,41,105,17031242800,Census Tract 2428,1561,242800,24,1.0,86881,0.017967104,WEST TOWN,127.5629046
