year,malepop,male15_19pop,male15_24pop,male15_29pop,geoid,namelsad,tractpop,tractce,community_area,weight,comm_pop,pop_share,community,commarea_km2
2022,2239,352,518,707,17031300700,Census Tract 3007,4791,300700,30,1.0,69708,0.068729558,SOUTH LAWNDALE,127.9982978
2022,1175,77,140,223,17031301100,Census Tract 3011,2409,301100,30,1.0,69708,0.034558444,SOUTH LAWNDALE,127.9982978
2022,2868,81,436,752,17031301200,Census Tract 3012,5209,301200,30,1.0,69708,0.074726,SOUTH LAWNDALE,127.9982978
2022,921,35,71,118,17031480500,Census Tract 4805,2725,480500,48,1.0,12087,0.225448829,CALUMET HEIGHTS,48.82624156
2022,699,67,122,127,17031490500,Census Tract 4905,1775,490500,49,1.0,37610,0.047194895,ROSELAND,134.3137067
2022,1916,146,323,422,17031520200,Census Tract 5202,3652,520200,52,1.0,23942,0.152535294,EAST SIDE,83.24172803
2022,3101,146,703,830,17031520300,Census Tract 5203,5925,520300,52,1.0,23942,0.24747306,EAST SIDE,83.24172803
2022,1785,121,170,252,17031520400,Census Tract 5204,4393,520400,52,1.0,23942,0.183485089,EAST SIDE,83.24172803
2022,2731,253,343,465,17031520500,Census Tract 5205,5171,520500,52,1.0,23942,0.215980286,EAST SIDE,83.24172803
2022,1182,52,192,231,17031520600,Census Tract 5206,2739,520600,52,1.0,23942,0.11440147,EAST SIDE,83.24172803
2022,2087,136,316,482,17031660500,Census Tract 6605,4284,660500,66,1.0,52464,0.081655993,CHICAGO LAWN,98.2794651
2022,2518,143,229,426,17031660600,Census Tract 6606,5849,660600,66,1.0,52464,0.111485971,CHICAGO LAWN,98.2794651
2022,590,24,130,158,17031660700,Census Tract 6607,1617,660700,66,1.0,52464,0.030821134,CHICAGO LAWN,98.2794651
2022,2693,150,269,445,17031660800,Census Tract 6608,5832,660800,66,1.0,52464,0.11116194,CHICAGO LAWN,98.2794651
2022,2677,147,393,587,17031660900,Census Tract 6609,5631,660900,66,1.0,52464,0.107330741,CHICAGO LAWN,98.2794651
2022,2878,319,468,810,17031661000,Census Tract 6610,5424,661000,66,1.0,52464,0.103385178,CHICAGO LAWN,98.2794651
2022,559,0,24,75,17031280900,Census Tract 2809,1122,280900,28,1.0,65581,0.017108614,NEAR WEST SIDE,158.4924665
2022,1615,8,137,315,17031301600,Census Tract 3016,3247,301600,30,1.0,69708,0.04658002,SOUTH LAWNDALE,127.9982978
2022,696,24,100,140,17031490600,Census Tract 4906,1446,490600,49,1.0,37610,0.038447221,ROSELAND,134.3137067
2022,1177,44,95,140,17031490700,Census Tract 4907,2459,490700,49,1.0,37610,0.065381547,ROSELAND,134.3137067
2022,2005,189,376,549,17031490800,Census Tract 4908,3705,490800,49,1.0,37610,0.098511034,ROSELAND,134.3137067
2022,1765,54,138,368,17031491000,Census Tract 4910,3417,491000,49,1.0,37610,0.090853496,ROSELAND,134.3137067
2022,2020,49,127,384,17031491100,Census Tract 4911,4205,491100,49,1.0,37610,0.111805371,ROSELAND,134.3137067
2022,2182,164,352,614,17031530200,Census Tract 5302,4358,530200,53,1.0,25449,0.17124445,WEST PULLMAN,99.36519806
2022,1332,62,126,217,17031530300,Census Tract 5303,3484,530300,53,1.0,25449,0.136901253,WEST PULLMAN,99.36519806
2022,1138,68,178,211,17031530400,Census Tract 5304,2356,530400,53,1.0,25449,0.092577311,WEST PULLMAN,99.36519806
2022,1142,73,143,227,17031530600,Census Tract 5306,2385,530600,53,1.0,25449,0.093716845,WEST PULLMAN,99.36519806
2022,746,29,66,73,17031560100,Census Tract 5601,1284,560100,56,1.0,36401,0.035273756,GARFIELD RIDGE,117.8907784
2022,261,9,22,22,17031670200,Census Tract 6702,724,670200,67,1.0,25772,0.028092503,WEST ENGLEWOOD,87.94769193
2022,642,31,41,139,17031670300,Census Tract 6703,1332,670300,67,1.0,25772,0.051683998,WEST ENGLEWOOD,87.94769193
2022,808,26,47,108,17031670400,Census Tract 6704,1616,670400,67,1.0,25772,0.062703709,WEST ENGLEWOOD,87.94769193
2022,3901,260,825,1264,17031661100,Census Tract 6611,7186,661100,66,1.0,52464,0.136970113,CHICAGO LAWN,98.2794651
2022,817,200,277,293,17031670100,Census Tract 6701,1472,670100,67,1.0,25772,0.05711625,WEST ENGLEWOOD,87.94769193
2022,557,95,136,237,17031670600,Census Tract 6706,1174,670600,67,1.0,25772,0.045553314,WEST ENGLEWOOD,87.94769193
2022,501,29,29,56,17031670700,Census Tract 6707,1092,670700,67,1.0,25772,0.042371566,WEST ENGLEWOOD,87.94769193
2022,533,47,68,127,17031670800,Census Tract 6708,1022,670800,67,1.0,25772,0.03965544,WEST ENGLEWOOD,87.94769193
2022,504,54,54,61,17031670900,Census Tract 6709,1246,670900,67,1.0,25772,0.048347043,WEST ENGLEWOOD,87.94769193
2022,579,90,144,200,17031260900,Census Tract 2609,1351,260900,26,1.0,16374,0.082508856,WEST GARFIELD PARK,36.09284881
2022,1050,62,71,140,17031261000,Census Tract 2610,2268,261000,26,1.0,16374,0.138512276,WEST GARFIELD PARK,36.09284881
2022,3571,38,151,1195,17031281900,Census Tract 2819,6749,281900,28,1.0,65581,0.102910904,NEAR WEST SIDE,158.4924665
2022,861,45,55,188,17031310200,Census Tract 3102,1824,310200,31,1.0,34237,0.053275696,LOWER WEST SIDE,81.55072362
2022,1118,114,170,244,17031310300,Census Tract 3103,1836,310300,31,1.0,34237,0.053626194,LOWER WEST SIDE,81.55072362
2022,793,51,150,255,17031310400,Census Tract 3104,1456,310400,31,1.0,34237,0.042527091,LOWER WEST SIDE,81.55072362
2022,759,48,96,139,17031310500,Census Tract 3105,1599,310500,31,1.0,34237,0.046703858,LOWER WEST SIDE,81.55072362
2022,1042,75,127,285,17031491200,Census Tract 4912,1932,491200,49,1.0,37610,0.051369317,ROSELAND,134.3137067
2022,967,66,70,171,17031491300,Census Tract 4913,2131,491300,49,1.0,37610,0.056660463,ROSELAND,134.3137067
2022,832,116,143,212,17031491400,Census Tract 4914,2541,491400,49,1.0,37610,0.067561819,ROSELAND,134.3137067
2022,1223,30,145,231,17031500100,Census Tract 5001,3231,500100,50,1.0,6856,0.471266044,PULLMAN,59.00155559
2022,680,5,58,184,17031500200,Census Tract 5002,1831,500200,50,1.0,6856,0.267065344,PULLMAN,59.00155559
2022,762,45,74,191,17031500300,Census Tract 5003,1794,500300,50,1.0,6856,0.261668611,PULLMAN,59.00155559
2022,695,13,42,50,17031560200,Census Tract 5602,1372,560200,56,1.0,36401,0.037691272,GARFIELD RIDGE,117.8907784
2022,1765,55,264,402,17031560300,Census Tract 5603,3079,560300,56,1.0,36401,0.084585588,GARFIELD RIDGE,117.8907784
2022,1862,147,207,321,17031560700,Census Tract 5607,3584,560700,56,1.0,36401,0.098458834,GARFIELD RIDGE,117.8907784
2022,2808,173,287,554,17031560800,Census Tract 5608,6003,560800,56,1.0,36401,0.164913052,GARFIELD RIDGE,117.8907784
2022,2841,140,388,552,17031560900,Census Tract 5609,5131,560900,56,1.0,36401,0.140957666,GARFIELD RIDGE,117.8907784
2022,2804,250,347,517,17031561000,Census Tract 5610,6040,561000,56,1.0,36401,0.165929507,GARFIELD RIDGE,117.8907784
2022,1636,28,98,281,17031030101,Census Tract 301.01,3517,30101,77,1.0,56099,0.06269274,EDGEWATER,48.44999083
2022,925,17,74,119,17031030701,Census Tract 307.01,1509,30701,77,1.0,56099,0.026898875,EDGEWATER,48.44999083
2022,768,0,285,504,17031070103,Census Tract 701.03,1439,70103,7,1.0,69099,0.020825193,LINCOLN PARK,88.31640046
2022,1499,0,363,703,17031831900,Census Tract 8319,3074,831900,6,1.0,101739,0.030214569,LAKE VIEW,87.21479926
2022,2174,39,182,563,17031832600,Census Tract 8326,4348,832600,7,1.0,69099,0.06292421,LINCOLN PARK,88.31640046
2022,1089,205,205,374,17031836900,Census Tract 8369,1994,836900,27,1.0,19901,0.10019597,EAST GARFIELD PARK,53.88322084
2022,2071,141,259,442,17031841200,Census Tract 8412,4414,841200,31,1.0,34237,0.128924847,LOWER WEST SIDE,81.55072362
2022,823,82,124,171,17031839500,Census Tract 8395,1804,839500,35,1.0,21355,0.084476703,DOUGLAS,46.00462115
2022,737,0,47,169,17031835800,Census Tract 8358,1852,835800,38,1.0,24813,0.074638294,GRAND BOULEVARD,48.49250315
2022,1474,151,221,351,17031838800,Census Tract 8388,3225,838800,51,1.0,15218,0.211920095,SOUTH DEERING,303.7970596
2022,2084,12,153,578,17031842300,Census Tract 8423,3672,842300,24,1.0,86514,0.042443998,WEST TOWN,127.5629046
2022,3057,686,1216,1472,17031841900,Census Tract 8419,5983,841900,28,1.0,65581,0.091230692,NEAR WEST SIDE,158.4924665
2022,1100,65,92,231,17031843200,Census Tract 8432,2348,843200,31,1.0,34237,0.068580775,LOWER WEST SIDE,81.55072362
2022,717,9,31,73,17031843400,Census Tract 8434,1209,843400,29,1.0,30409,0.039757966,NORTH LAWNDALE,89.48742201
2022,2293,144,317,507,17031842600,Census Tract 8426,4540,842600,61,1.0,41048,0.110602222,NEW CITY,134.6369632
2022,1715,70,150,325,17031301803,Census Tract 3018.03,3168,301803,30,1.0,69708,0.045446721,SOUTH LAWNDALE,127.9982978
2022,3150,82,153,395,17031010300,Census Tract 103,6237,10300,1,1.0,55711,0.111952756,ROGERS PARK,51.25990244
2022,2179,363,599,824,17031010400,Census Tract 104,4473,10400,1,1.0,55711,0.08028935,ROGERS PARK,51.25990244
2022,2997,129,292,646,17031010600,Census Tract 106,6379,10600,1,1.0,55711,0.114501624,ROGERS PARK,51.25990244
2022,2179,219,284,682,17031020100,Census Tract 201,3927,20100,2,1.0,79265,0.049542673,WEST RIDGE,98.42909484
2022,311,34,43,61,17031280800,Census Tract 2808,852,280800,28,1.0,65581,0.012991568,NEAR WEST SIDE,158.4924665
2022,1305,374,808,889,17031420300,Census Tract 4203,2495,420300,42,1.0,24645,0.101237574,WOODLAWN,57.8151795
2022,3861,190,375,621,17031100200,Census Tract 1002,7564,100200,10,1.0,39326,0.192340945,NORWOOD PARK,121.9591054
2022,3518,292,483,737,17031020200,Census Tract 202,7203,20200,2,1.0,79265,0.09087239,WEST RIDGE,98.42909484
2022,651,47,74,163,17031130200,Census Tract 1302,1545,130200,13,1.0,19398,0.079647386,NORTH PARK,70.28870642
2022,2458,92,220,463,17031020400,Census Tract 204,4256,20400,2,1.0,79265,0.053693307,WEST RIDGE,98.42909484
2022,1609,64,118,401,17031080202,Census Tract 802.02,3800,80202,8,1.0,101208,0.037546439,NEAR NORTH SIDE,76.67589596
2022,941,40,46,160,17031240200,Census Tract 2402,1966,240200,24,1.0,86514,0.022724646,WEST TOWN,127.5629046
2022,747,0,0,29,17031611800,Census Tract 6118,2186,611800,61,1.0,41048,0.053254726,NEW CITY,134.6369632
2022,1102,36,83,254,17031060200,Census Tract 602,2147,60200,6,1.0,101739,0.021103019,LAKE VIEW,87.21479926
2022,1467,77,114,352,17031221200,Census Tract 2212,2865,221200,22,1.0,71220,0.040227464,LOGAN SQUARE,100.0575667
2022,933,30,190,372,17031061200,Census Tract 612,2052,61200,6,1.0,101739,0.020169257,LAKE VIEW,87.21479926
2022,2818,16,332,508,17031030200,Census Tract 302,5554,30200,77,1.0,56099,0.099003547,EDGEWATER,48.44999083
2022,1987,159,290,577,17031030300,Census Tract 303,3642,30300,77,1.0,56099,0.064920943,EDGEWATER,48.44999083
2022,1419,38,96,145,17031030400,Census Tract 304,2822,30400,77,1.0,56099,0.050303927,EDGEWATER,48.44999083
2022,1618,42,96,287,17031030900,Census Tract 309,3076,30900,77,1.0,56099,0.054831637,EDGEWATER,48.44999083
2022,2001,0,153,335,17031031000,Census Tract 310,3652,31000,3,1.0,57464,0.063552833,UPTOWN,65.09564272
2022,1484,41,167,300,17031600600,Census Tract 6006,2953,600600,60,1.0,33221,0.088889558,BRIDGEPORT,58.29151927
2022,1072,57,120,268,17031420600,Census Tract 4206,2663,420600,42,1.0,24645,0.108054372,WOODLAWN,57.8151795
2022,2761,266,331,550,17031110100,Census Tract 1101,5776,110100,11,1.0,27032,0.213672684,JEFFERSON PARK,64.86816167
2022,2138,19,78,442,17031031400,Census Tract 314,4685,31400,3,1.0,57464,0.081529305,UPTOWN,65.09564272
2022,1027,58,136,253,17031040900,Census Tract 409,2006,40900,4,1.0,42271,0.047455702,LINCOLN SQUARE,71.35232823
2022,2833,217,295,364,17031050200,Census Tract 502,5546,50200,5,1.0,35814,0.154855643,NORTH CENTER,57.05416784
2022,1524,81,81,158,17031050300,Census Tract 503,2829,50300,5,1.0,35814,0.078991456,NORTH CENTER,57.05416784
2022,757,30,43,144,17031071700,Census Tract 717,1485,71700,7,1.0,69099,0.021490904,LINCOLN PARK,88.31640046
2022,1013,21,179,327,17031031800,Census Tract 318,2114,31800,3,1.0,57464,0.03678825,UPTOWN,65.09564272
2022,3458,54,277,1050,17031031700,Census Tract 317,6119,31700,3,1.0,57464,0.10648406,UPTOWN,65.09564272
2022,879,118,237,269,17031610400,Census Tract 6104,1888,610400,61,1.0,41048,0.045994933,NEW CITY,134.6369632
2022,1276,3,97,268,17031050600,Census Tract 506,2232,50600,5,1.0,35814,0.062321997,NORTH CENTER,57.05416784
2022,2508,105,175,377,17031050500,Census Tract 505,5199,50500,5,1.0,35814,0.145166695,NORTH CENTER,57.05416784
2022,943,43,106,193,17031071600,Census Tract 716,1903,71600,7,1.0,69099,0.027540196,LINCOLN PARK,88.31640046
2022,433,8,60,86,17031671400,Census Tract 6714,1299,671400,67,1.0,25772,0.050403539,WEST ENGLEWOOD,87.94769193
2022,746,47,157,190,17031062300,Census Tract 623,1609,62300,6,1.0,101739,0.015814978,LAKE VIEW,87.21479926
2022,2844,341,612,899,17031630400,Census Tract 6304,6003,630400,63,1.0,34788,0.172559503,GAGE PARK,61.2848961
2022,2231,46,282,401,17031010100,Census Tract 101,4284,10100,1,1.0,55711,0.076896843,ROGERS PARK,51.25990244
2022,505,62,68,68,17031680600,Census Tract 6806,1178,680600,68,1.0,21378,0.055103377,ENGLEWOOD,85.65232307
2022,3466,31,223,595,17031030500,Census Tract 305,6344,30500,77,1.0,56099,0.113085795,EDGEWATER,48.44999083
2022,3641,247,554,853,17031020500,Census Tract 205,6646,20500,2,1.0,79265,0.083845329,WEST RIDGE,98.42909484
2022,2879,25,303,585,17031081300,Census Tract 813,6014,81300,8,1.0,101208,0.05942218,NEAR NORTH SIDE,76.67589596
2022,3418,87,591,1672,17031081000,Census Tract 810,8150,81000,8,1.0,101208,0.080527231,NEAR NORTH SIDE,76.67589596
2022,1924,123,206,339,17031130100,Census Tract 1301,4895,130100,13,1.0,19398,0.252345603,NORTH PARK,70.28870642
2022,1848,172,200,267,17031170200,Census Tract 1702,3752,170200,17,1.0,42574,0.088128905,DUNNING,103.5950012
2022,2458,104,245,350,17031170300,Census Tract 1703,4981,170300,17,1.0,42574,0.116996289,DUNNING,103.5950012
2022,2114,24,103,120,17031170400,Census Tract 1704,3989,170400,17,1.0,42574,0.093695683,DUNNING,103.5950012
2022,2363,121,170,329,17031170500,Census Tract 1705,5161,170500,17,1.0,42574,0.121224221,DUNNING,103.5950012
2022,1191,11,91,139,17031170600,Census Tract 1706,2490,170600,17,1.0,42574,0.0584864,DUNNING,103.5950012
2022,1591,154,281,288,17031170700,Census Tract 1707,3260,170700,17,1.0,42574,0.076572556,DUNNING,103.5950012
2022,2061,60,234,320,17031170800,Census Tract 1708,4009,170800,17,1.0,42574,0.094165453,DUNNING,103.5950012
2022,1557,31,87,162,17031251400,Census Tract 2514,3712,251400,25,1.0,100120,0.037075509,AUSTIN,199.2542034
2022,1072,12,36,175,17031260300,Census Tract 2603,1878,260300,26,1.0,16374,0.114694027,WEST GARFIELD PARK,36.09284881
2022,785,11,31,71,17031260500,Census Tract 2605,1767,260500,26,1.0,16374,0.107914987,WEST GARFIELD PARK,36.09284881
2022,1385,126,276,360,17031260600,Census Tract 2606,2398,260600,26,1.0,16374,0.146451692,WEST GARFIELD PARK,36.09284881
2022,829,16,122,223,17031260700,Census Tract 2607,1524,260700,26,1.0,16374,0.093074386,WEST GARFIELD PARK,36.09284881
2022,1032,0,176,196,17031260800,Census Tract 2608,2001,260800,26,1.0,16374,0.122205936,WEST GARFIELD PARK,36.09284881
2022,715,31,73,198,17031050700,Census Tract 507,1456,50700,5,1.0,35814,0.040654493,NORTH CENTER,57.05416784
2022,595,4,17,60,17031050900,Census Tract 509,1388,50900,5,1.0,35814,0.038755794,NORTH CENTER,57.05416784
2022,855,45,61,116,17031051000,Census Tract 510,1707,51000,5,1.0,35814,0.047662925,NORTH CENTER,57.05416784
2022,842,38,38,98,17031051100,Census Tract 511,1905,51100,5,1.0,35814,0.053191489,NORTH CENTER,57.05416784
2022,752,27,64,129,17031051200,Census Tract 512,1576,51200,5,1.0,35814,0.044005138,NORTH CENTER,57.05416784
2022,961,31,141,198,17031170900,Census Tract 1709,1970,170900,17,1.0,42574,0.046272373,DUNNING,103.5950012
2022,3185,191,293,558,17031171000,Census Tract 1710,6829,171000,17,1.0,42574,0.160403063,DUNNING,103.5950012
2022,1971,147,311,484,17031171100,Census Tract 1711,4103,171100,17,1.0,42574,0.096373373,DUNNING,103.5950012
2022,3064,230,385,642,17031180100,Census Tract 1801,6544,180100,18,1.0,13765,0.475408645,MONTCLARE,27.57639363
2022,1263,187,227,352,17031190100,Census Tract 1901,2338,190100,19,1.0,73991,0.031598438,BELMONT CRAGIN,109.0994147
2022,1013,38,76,260,17031222200,Census Tract 2222,2243,222200,22,1.0,71220,0.031493962,LOGAN SQUARE,100.0575667
2022,703,0,25,130,17031222500,Census Tract 2225,1468,222500,22,1.0,71220,0.020612188,LOGAN SQUARE,100.0575667
2022,833,5,49,227,17031222600,Census Tract 2226,1608,222600,22,1.0,71220,0.022577928,LOGAN SQUARE,100.0575667
2022,2245,200,323,616,17031251500,Census Tract 2515,4324,251500,25,1.0,100120,0.043188174,AUSTIN,199.2542034
2022,1558,148,239,333,17031251600,Census Tract 2516,4456,251600,25,1.0,100120,0.044506592,AUSTIN,199.2542034
2022,610,70,95,97,17031251700,Census Tract 2517,1291,251700,25,1.0,100120,0.012894527,AUSTIN,199.2542034
2022,2794,355,592,670,17031251800,Census Tract 2518,5399,251800,25,1.0,100120,0.05392529,AUSTIN,199.2542034
2022,2333,158,355,586,17031251900,Census Tract 2519,5086,251900,25,1.0,100120,0.050799041,AUSTIN,199.2542034
2022,2815,209,393,615,17031252000,Census Tract 2520,6308,252000,25,1.0,100120,0.063004395,AUSTIN,199.2542034
2022,2503,187,345,575,17031130300,Census Tract 1303,5040,130300,13,1.0,19398,0.2598206,NORTH PARK,70.28870642
2022,2915,351,590,946,17031190200,Census Tract 1902,5858,190200,19,1.0,73991,0.079171791,BELMONT CRAGIN,109.0994147
2022,2643,175,339,489,17031190300,Census Tract 1903,5289,190300,19,1.0,73991,0.071481667,BELMONT CRAGIN,109.0994147
2022,2959,228,598,829,17031190800,Census Tract 1908,6049,190800,19,1.0,73991,0.081753186,BELMONT CRAGIN,109.0994147
2022,522,17,17,41,17031260100,Census Tract 2601,1016,260100,26,1.0,16374,0.062049591,WEST GARFIELD PARK,36.09284881
2022,498,49,94,146,17031260200,Census Tract 2602,1232,260200,26,1.0,16374,0.075241236,WEST GARFIELD PARK,36.09284881
2022,940,60,170,226,17031530100,Census Tract 5301,1915,530100,53,1.0,25449,0.075248536,WEST PULLMAN,99.36519806
2022,605,8,98,184,17031061800,Census Tract 618,1204,61800,6,1.0,101739,0.011834203,LAKE VIEW,87.21479926
2022,621,29,236,373,17031410200,Census Tract 4102,1281,410200,41,1.0,29559,0.043337055,HYDE PARK,45.10538016
2022,455,15,72,171,17031222900,Census Tract 2229,986,222900,22,1.0,71220,0.013844426,LOGAN SQUARE,100.0575667
2022,749,16,42,196,17031241000,Census Tract 2410,1792,241000,24,1.0,86514,0.020713411,WEST TOWN,127.5629046
2022,852,18,114,281,17031190900,Census Tract 1909,1869,190900,19,1.0,73991,0.025259829,BELMONT CRAGIN,109.0994147
2022,1840,101,195,371,17031191200,Census Tract 1912,3775,191200,19,1.0,73991,0.051019719,BELMONT CRAGIN,109.0994147
2022,1906,160,263,353,17031200100,Census Tract 2001,3666,200100,20,1.0,23157,0.158310662,HERMOSA,32.6020594
2022,2213,167,296,392,17031200200,Census Tract 2002,4435,200200,20,1.0,23157,0.191518763,HERMOSA,32.6020594
2022,907,64,118,235,17031200300,Census Tract 2003,1866,200300,20,1.0,23157,0.080580386,HERMOSA,32.6020594
2022,1067,83,140,257,17031222700,Census Tract 2227,2202,222700,22,1.0,71220,0.030918281,LOGAN SQUARE,100.0575667
2022,1053,65,169,423,17031230100,Census Tract 2301,1636,230100,23,1.0,55416,0.02952216,HUMBOLDT PARK,100.4808765
2022,840,19,89,144,17031230200,Census Tract 2302,1977,230200,23,1.0,55416,0.035675617,HUMBOLDT PARK,100.4808765
2022,460,62,74,156,17031230300,Census Tract 2303,905,230300,23,1.0,55416,0.016331024,HUMBOLDT PARK,100.4808765
2022,1071,86,179,274,17031230400,Census Tract 2304,2116,230400,23,1.0,55416,0.038183918,HUMBOLDT PARK,100.4808765
2022,1165,67,173,329,17031230500,Census Tract 2305,3080,230500,23,1.0,55416,0.055579616,HUMBOLDT PARK,100.4808765
2022,841,65,85,108,17031351100,Census Tract 3511,2160,351100,35,1.0,21355,0.101147272,DOUGLAS,46.00462115
2022,1288,155,246,319,17031611700,Census Tract 6117,1847,611700,61,1.0,41048,0.044996102,NEW CITY,134.6369632
2022,1548,216,318,449,17031300500,Census Tract 3005,3240,300500,30,1.0,69708,0.046479601,SOUTH LAWNDALE,127.9982978
2022,291,35,81,81,17031381500,Census Tract 3815,670,381500,38,1.0,24813,0.027001975,GRAND BOULEVARD,48.49250315
2022,964,24,24,46,17031420500,Census Tract 4205,2040,420500,42,1.0,24645,0.082775411,WOODLAWN,57.8151795
2022,2152,0,249,478,17031081500,Census Tract 815,4906,81500,8,1.0,101208,0.048474429,NEAR NORTH SIDE,76.67589596
2022,2017,0,55,757,17031081600,Census Tract 816,3725,81600,8,1.0,101208,0.036805391,NEAR NORTH SIDE,76.67589596
2022,2550,0,290,935,17031081700,Census Tract 817,5217,81700,8,1.0,101208,0.051547309,NEAR NORTH SIDE,76.67589596
2022,5972,0,401,1460,17031081800,Census Tract 818,12213,81800,8,1.0,101208,0.120672279,NEAR NORTH SIDE,76.67589596
2022,483,40,64,134,17031081900,Census Tract 819,1111,81900,8,1.0,101208,0.010977393,NEAR NORTH SIDE,76.67589596
2022,502,14,23,97,17031222800,Census Tract 2228,1052,222800,22,1.0,71220,0.014771132,LOGAN SQUARE,100.0575667
2022,778,28,93,169,17031050800,Census Tract 508,1398,50800,5,1.0,35814,0.039035014,NORTH CENTER,57.05416784
2022,2046,54,161,359,17031210100,Census Tract 2101,4194,210100,21,1.0,36374,0.115302139,AVONDALE,55.29059546
2022,1149,83,247,359,17031210400,Census Tract 2104,2491,210400,21,1.0,36374,0.068482982,AVONDALE,55.29059546
2022,2778,506,626,773,17031230700,Census Tract 2307,5773,230700,23,1.0,55416,0.104175689,HUMBOLDT PARK,100.4808765
2022,665,19,19,60,17031230800,Census Tract 2308,1029,230800,23,1.0,55416,0.018568644,HUMBOLDT PARK,100.4808765
2022,2528,101,258,466,17031230900,Census Tract 2309,4903,230900,23,1.0,55416,0.088476252,HUMBOLDT PARK,100.4808765
2022,1466,157,194,288,17031550200,Census Tract 5502,2824,550200,55,1.0,9025,0.312908587,HEGEWISCH,145.9657414
2022,562,51,95,139,17031670500,Census Tract 6705,1004,670500,67,1.0,25772,0.038957008,WEST ENGLEWOOD,87.94769193
2022,1226,72,213,331,17031580800,Census Tract 5808,2096,580800,58,1.0,42243,0.049617688,BRIGHTON PARK,75.8927903
2022,3888,193,469,731,17031230600,Census Tract 2306,8977,230600,23,1.0,55416,0.161992926,HUMBOLDT PARK,100.4808765
2022,1821,0,42,271,17031242300,Census Tract 2423,3805,242300,24,1.0,86514,0.043981321,WEST TOWN,127.5629046
2022,1927,0,25,454,17031242200,Census Tract 2422,4014,242200,24,1.0,86514,0.046397115,WEST TOWN,127.5629046
2022,3462,13,339,1324,17031032100,Census Tract 321,7279,32100,3,1.0,57464,0.126670611,UPTOWN,65.09564272
2022,2230,145,298,490,17031300800,Census Tract 3008,4192,300800,30,1.0,69708,0.06013657,SOUTH LAWNDALE,127.9982978
2022,3522,22,197,833,17031060900,Census Tract 609,6943,60900,6,1.0,101739,0.06824325,LAKE VIEW,87.21479926
2022,1404,0,284,532,17031061000,Census Tract 610,2324,61000,6,1.0,101739,0.022842764,LAKE VIEW,87.21479926
2022,1732,64,178,445,17031210700,Census Tract 2107,3724,210700,21,1.0,36374,0.102380821,AVONDALE,55.29059546
2022,903,36,102,129,17031291600,Census Tract 2916,1429,291600,29,1.0,30409,0.046992667,NORTH LAWNDALE,89.48742201
2022,1043,103,143,158,17031400400,Census Tract 4004,2204,400400,40,1.0,12366,0.178230632,WASHINGTON PARK,42.37388148
2022,3365,525,639,757,17031191100,Census Tract 1911,6651,191100,19,1.0,73991,0.089889311,BELMONT CRAGIN,109.0994147
2022,2266,71,180,349,17031120100,Census Tract 1201,4400,120100,12,1.0,19855,0.221606648,FOREST GLEN,89.13089362
2022,852,65,125,188,17031611200,Census Tract 6112,2072,611200,61,1.0,41048,0.05047749,NEW CITY,134.6369632
2022,1949,60,94,249,17031300900,Census Tract 3009,3937,300900,30,1.0,69708,0.056478453,SOUTH LAWNDALE,127.9982978
2022,790,7,159,407,17031061100,Census Tract 611,1436,61100,6,1.0,101739,0.014114548,LAKE VIEW,87.21479926
2022,1129,44,268,482,17031061500,Census Tract 615,2023,61500,6,1.0,101739,0.019884214,LAKE VIEW,87.21479926
2022,1655,0,184,710,17031062000,Census Tract 620,2890,62000,6,1.0,101739,0.028406019,LAKE VIEW,87.21479926
2022,1989,40,478,1042,17031062100,Census Tract 621,3646,62100,6,1.0,101739,0.035836798,LAKE VIEW,87.21479926
2022,1726,34,177,362,17031062200,Census Tract 622,3152,62200,6,1.0,101739,0.030981236,LAKE VIEW,87.21479926
2022,2982,136,239,367,17031090200,Census Tract 902,6505,90200,9,1.0,11402,0.570513945,EDISON PARK,31.63631378
2022,1789,87,142,234,17031090100,Census Tract 901,3526,90100,9,1.0,11402,0.309243992,EDISON PARK,31.63631378
2022,647,19,19,19,17031260400,Census Tract 2604,939,260400,26,1.0,16374,0.057347014,WEST GARFIELD PARK,36.09284881
2022,383,11,92,170,17031351500,Census Tract 3515,946,351500,35,1.0,21355,0.044298759,DOUGLAS,46.00462115
2022,628,34,79,159,17031210800,Census Tract 2108,1142,210800,21,1.0,36374,0.031396052,AVONDALE,55.29059546
2022,1664,54,114,279,17031210900,Census Tract 2109,3174,210900,21,1.0,36374,0.087260131,AVONDALE,55.29059546
2022,2458,14,429,784,17031081100,Census Tract 811,4455,81100,8,1.0,101208,0.044018259,NEAR NORTH SIDE,76.67589596
2022,774,13,80,202,17031241200,Census Tract 2412,1698,241200,24,1.0,86514,0.019626881,WEST TOWN,127.5629046
2022,2946,84,169,394,17031031200,Census Tract 312,5936,31200,3,1.0,57464,0.103299457,UPTOWN,65.09564272
2022,626,17,70,145,17031062500,Census Tract 625,1420,62500,6,1.0,101739,0.013957283,LAKE VIEW,87.21479926
2022,1282,72,81,218,17031062600,Census Tract 626,2371,62600,6,1.0,101739,0.023304731,LAKE VIEW,87.21479926
2022,1443,0,176,495,17031062700,Census Tract 627,3046,62700,6,1.0,101739,0.029939355,LAKE VIEW,87.21479926
2022,1690,0,244,554,17031062800,Census Tract 628,3682,62800,6,1.0,101739,0.036190645,LAKE VIEW,87.21479926
